,crs_dep_time,crs_arr_time,crs_elapsed_time,flights,distance,year,month,day,dep_time_of_day,arr_time_of_day,mean_arr_delay_orig_airport,mean_arr_delay_dest_airport,mean_arr_delay_carrier,orig_weather_categ_no weather data,orig_weather_categ_rain,orig_weather_categ_snow,orig_weather_categ_snow & rain,orig_weather_categ_sunny,dest_weather_categ_no weather data,dest_weather_categ_rain,dest_weather_categ_snow,dest_weather_categ_snow & rain,dest_weather_categ_sunny,orig_region_East-South Central,orig_region_Mid-Atlantic,orig_region_New England,orig_region_North-West,orig_region_Offshore Territory,orig_region_Pacific,orig_region_South-Atlantic,orig_region_South-West,orig_region_West-North Central,orig_region_West-South Central,dest_region_East-South Central,dest_region_Mid-Atlantic,dest_region_New England,dest_region_North-West,dest_region_Offshore Territory,dest_region_Pacific,dest_region_South-Atlantic,dest_region_South-West,dest_region_West-North Central,dest_region_West-South Central
6253,1115,1238,83.0,1.0,391.0,2018,4,24,0,2,10.992424242424242,-6.0,8.24934929724102,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6254,2121,2255,214.0,1.0,1437.0,2019,6,30,1,1,8.521739130434783,4.478260869565218,5.078223270440252,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6255,610,904,174.0,1.0,997.0,2019,5,29,0,0,12.975961538461538,0.3163265306122449,8.24934929724102,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6256,1000,1154,114.0,1.0,563.0,2018,5,10,0,0,10.992424242424242,2.727272727272727,8.24934929724102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6257,815,1015,120.0,1.0,639.0,2018,11,16,0,0,10.992424242424242,4.478260869565218,3.9402271368798565,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6258,1258,1415,77.0,1.0,308.0,2018,5,18,2,2,2.0987654320987654,12.547231270358306,3.8531746031746033,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6259,2025,2213,168.0,1.0,949.0,2019,9,27,3,1,3.246987951807229,-0.618421052631579,5.078223270440252,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6260,2225,2326,61.0,1.0,157.0,2019,9,19,1,1,6.201438848920863,-4.086956521739131,5.078223270440252,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6261,1317,1506,109.0,1.0,550.0,2019,6,23,2,2,6.101010101010101,5.974789915966387,5.078223270440252,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6262,555,1055,180.0,1.0,1246.0,2019,10,17,0,0,-0.7631578947368421,5.920634920634921,3.9402271368798565,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6263,700,1125,205.0,1.0,1310.0,2018,12,9,0,0,4.353191489361702,6.5423728813559325,9.975708502024291,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6264,1752,2112,140.0,1.0,862.0,2019,2,10,3,1,-0.7631578947368421,7.986149584487535,8.24934929724102,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6265,1529,2100,211.0,1.0,1440.0,2018,5,20,2,1,3.3743589743589744,6.31640625,5.078223270440252,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6266,1440,1640,120.0,1.0,605.0,2019,10,1,2,2,3.2857142857142856,4.6437246963562755,0.2486865148861646,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6267,818,933,75.0,1.0,268.0,2018,10,9,0,0,8.521739130434783,1.0,5.078223270440252,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6268,1000,1335,215.0,1.0,1547.0,2018,9,7,0,2,2.3117647058823527,9.53125,3.8531746031746033,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6269,1830,2150,380.0,1.0,2378.0,2018,2,28,3,1,13.46875,4.6437246963562755,5.078223270440252,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6270,1110,1256,166.0,1.0,980.0,2019,8,29,0,2,7.851851851851852,5.432558139534883,3.8531746031746033,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6271,1530,1720,110.0,1.0,340.0,2018,1,5,2,3,4.371621621621622,4.354838709677419,5.078223270440252,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6272,1545,1645,60.0,1.0,129.0,2019,8,19,2,2,3.3659574468085105,-0.1623931623931624,0.2486865148861646,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6273,950,1745,295.0,1.0,2350.0,2019,1,21,0,3,-1.7083333333333333,7.032258064516129,0.2486865148861646,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6274,1540,1646,66.0,1.0,174.0,2019,10,17,2,2,8.521739130434783,-7.0,8.24934929724102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6275,910,948,38.0,1.0,100.0,2019,12,24,0,0,-4.416666666666667,2.1475409836065573,1.0377358490566038,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6276,2012,2221,129.0,1.0,636.0,2019,7,8,3,1,-0.6923076923076923,8.962962962962964,12.312328767123288,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6277,630,1005,155.0,1.0,853.0,2019,9,6,0,0,2.4728682170542635,7.986149584487535,16.312883435582823,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6278,830,1054,264.0,1.0,1626.0,2018,9,1,0,0,4.371621621621622,7.986149584487535,3.8531746031746033,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6279,720,1004,284.0,1.0,1846.0,2018,4,11,0,0,8.521739130434783,5.147465437788019,5.078223270440252,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6280,2030,2319,109.0,1.0,596.0,2019,5,24,3,1,4.353191489361702,24.59016393442623,3.8531746031746033,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6281,835,914,159.0,1.0,872.0,2019,10,9,0,0,6.6125,9.221276595744682,5.078223270440252,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6282,535,835,240.0,1.0,1449.0,2018,12,6,0,0,2.4909090909090907,9.221276595744682,3.9402271368798565,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6283,2045,2325,160.0,1.0,954.0,2019,8,21,3,1,3.3659574468085105,12.547231270358306,3.8531746031746033,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6284,1055,1425,150.0,1.0,920.0,2018,9,30,0,2,3.1911764705882355,0.8445945945945946,3.9402271368798565,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6285,1245,1545,180.0,1.0,1189.0,2019,9,14,2,2,11.73913043478261,6.5423728813559325,3.9402271368798565,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6286,2005,2117,72.0,1.0,224.0,2019,8,9,3,1,4.889952153110048,5.974789915966387,8.24934929724102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6287,1321,2041,260.0,1.0,1965.0,2019,8,2,2,3,5.15566037735849,2.806451612903226,16.312883435582823,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6288,650,820,150.0,1.0,997.0,2019,8,14,0,0,12.806122448979592,8.442477876106194,3.9402271368798565,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6289,1859,2117,78.0,1.0,368.0,2019,8,20,3,1,5.15566037735849,-2.1129943502824857,3.8531746031746033,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6290,1245,1626,221.0,1.0,1196.0,2018,12,25,2,2,12.975961538461538,10.25,8.24934929724102,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6291,1302,1411,69.0,1.0,373.0,2018,12,26,2,2,-3.7142857142857144,-8.0,0.2486865148861646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6292,730,1050,380.0,1.0,2454.0,2019,1,25,0,0,12.975961538461538,12.547231270358306,0.2486865148861646,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6293,1119,1239,140.0,1.0,846.0,2018,4,19,0,2,10.992424242424242,5.229166666666667,8.24934929724102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6294,840,1340,180.0,1.0,1357.0,2018,11,30,0,2,1.3088235294117647,0.85,3.9402271368798565,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6295,645,655,70.0,1.0,137.0,2018,2,15,0,0,8.838709677419354,8.442477876106194,3.9402271368798565,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6296,1220,1356,96.0,1.0,429.0,2018,3,14,2,2,4.889952153110048,2.689655172413793,8.24934929724102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6297,2235,7,92.0,1.0,430.0,2019,5,16,1,1,6.201438848920863,6.126984126984127,5.078223270440252,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6298,1518,1630,72.0,1.0,228.0,2019,5,26,2,2,-12.833333333333334,4.6437246963562755,3.8531746031746033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6299,618,918,180.0,1.0,1034.0,2019,3,27,0,0,4.889952153110048,5.432558139534883,3.8531746031746033,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6300,1515,1648,93.0,1.0,258.0,2019,12,19,2,2,6.101010101010101,6.31640625,8.24934929724102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6301,1840,2050,190.0,1.0,1091.0,2019,4,4,3,3,6.1525423728813555,1.1374407582938388,8.24934929724102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6302,2100,2225,85.0,1.0,296.0,2019,5,20,1,1,8.6875,2.810810810810811,5.078223270440252,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6303,930,1108,98.0,1.0,391.0,2018,12,28,0,0,6.555555555555555,12.547231270358306,5.078223270440252,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6304,2222,30,128.0,1.0,787.0,2019,11,18,1,1,20.82941176470588,-1.4881889763779528,9.975708502024291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6305,558,726,88.0,1.0,396.0,2018,12,7,0,0,14.0,5.974789915966387,5.078223270440252,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6306,600,818,78.0,1.0,341.0,2019,2,24,0,0,-7.5625,-0.040169133192389,3.8531746031746033,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6307,2125,600,335.0,1.0,2475.0,2018,8,25,1,0,-0.7631578947368421,8.962962962962964,3.8531746031746033,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6308,1437,1630,233.0,1.0,1379.0,2018,1,6,2,2,4.889952153110048,12.547231270358306,8.24934929724102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6309,1805,1913,68.0,1.0,161.0,2019,8,5,3,3,-4.0,6.31640625,5.078223270440252,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6310,1620,1810,110.0,1.0,562.0,2018,3,23,2,3,4.889952153110048,24.217391304347824,8.24934929724102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6311,605,740,95.0,1.0,406.0,2019,7,3,0,0,12.806122448979592,-0.040169133192389,3.9402271368798565,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6312,1115,1515,180.0,1.0,1295.0,2019,1,13,0,2,9.616279069767442,9.606741573033707,3.9402271368798565,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6313,1240,1500,200.0,1.0,1295.0,2019,7,25,2,2,13.46875,5.920634920634921,3.9402271368798565,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6314,1544,1615,151.0,1.0,843.0,2019,4,9,2,2,0.5932203389830508,9.221276595744682,5.078223270440252,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6315,2200,2310,70.0,1.0,272.0,2018,6,26,1,1,-3.074829931972789,-7.0,3.8531746031746033,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6316,1148,1345,117.0,1.0,585.0,2019,11,10,0,2,2.140625,5.653846153846154,3.8531746031746033,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6317,1440,1550,70.0,1.0,312.0,2019,10,31,2,2,7.569148936170213,-1.4,5.078223270440252,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6318,1055,1225,90.0,1.0,404.0,2018,2,24,0,2,2.3117647058823527,6.5423728813559325,3.8531746031746033,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6319,705,825,140.0,1.0,721.0,2019,1,20,0,0,2.3117647058823527,5.920634920634921,3.9402271368798565,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6320,850,1038,108.0,1.0,444.0,2019,2,16,0,0,3.246987951807229,10.65625,5.078223270440252,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6321,1051,1206,75.0,1.0,309.0,2019,3,29,0,2,0.5,5.974789915966387,5.078223270440252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6322,1537,1820,163.0,1.0,920.0,2018,5,12,2,3,13.46875,0.3163265306122449,5.078223270440252,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6323,1330,1547,137.0,1.0,762.0,2019,8,1,2,2,2.3117647058823527,5.653846153846154,3.8531746031746033,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6324,1650,1830,100.0,1.0,491.0,2019,8,24,2,3,2.4909090909090907,-0.618421052631579,3.9402271368798565,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6325,715,847,92.0,1.0,395.0,2018,1,6,0,0,6.2727272727272725,1.1374407582938388,8.24934929724102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6326,940,1029,49.0,1.0,129.0,2018,10,2,0,0,3.3659574468085105,-0.1623931623931624,3.8531746031746033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6327,1753,1937,104.0,1.0,547.0,2018,11,5,3,3,2.3117647058823527,7.032258064516129,3.8531746031746033,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6328,1845,2325,160.0,1.0,1123.0,2018,12,29,3,1,10.992424242424242,2.8487394957983194,3.9402271368798565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6329,1005,1255,110.0,1.0,576.0,2018,6,18,0,2,10.992424242424242,-13.0,8.24934929724102,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6330,805,851,106.0,1.0,315.0,2019,12,31,0,0,6.1525423728813555,6.31640625,5.078223270440252,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6331,1430,1950,200.0,1.0,1447.0,2018,7,25,2,3,10.992424242424242,2.806451612903226,16.312883435582823,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6332,1621,1734,73.0,1.0,227.0,2018,7,13,2,3,2.3117647058823527,14.6,3.8531746031746033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6333,2125,2330,125.0,1.0,721.0,2018,9,13,1,1,6.101010101010101,3.0833333333333335,3.9402271368798565,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6334,1605,1730,145.0,1.0,793.0,2019,4,3,2,3,3.2672413793103448,5.515463917525773,3.9402271368798565,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6335,642,846,124.0,1.0,564.0,2019,10,10,0,0,3.1333333333333333,0.8445945945945946,5.078223270440252,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6336,1235,1410,95.0,1.0,418.0,2019,8,8,2,2,22.07547169811321,52.92307692307692,8.24934929724102,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6337,626,745,139.0,1.0,642.0,2018,11,8,0,0,8.2,6.31640625,5.078223270440252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6338,1410,1540,150.0,1.0,862.0,2019,5,2,2,2,10.992424242424242,12.547231270358306,5.078223270440252,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6339,950,1151,121.0,1.0,576.0,2018,10,16,0,0,13.46875,-5.075,5.078223270440252,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6340,1105,1208,63.0,1.0,190.0,2018,2,19,0,2,7.569148936170213,-5.0,5.078223270440252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6341,1400,1540,100.0,1.0,337.0,2018,10,29,2,2,3.6157205240174672,12.547231270358306,0.2486865148861646,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6342,1738,2115,157.0,1.0,930.0,2019,4,2,3,1,4.353191489361702,0.8445945945945946,3.8531746031746033,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6343,1115,1237,82.0,1.0,282.0,2018,10,17,0,2,4.353191489361702,4.414634146341464,3.8531746031746033,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6344,1015,1750,275.0,1.0,2149.0,2019,2,22,0,3,2.4728682170542635,6.5423728813559325,0.2486865148861646,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6345,1221,1412,111.0,1.0,583.0,2019,7,19,2,2,8.521739130434783,24.217391304347824,5.078223270440252,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6346,1931,2041,70.0,1.0,276.0,2019,7,19,3,3,5.15566037735849,-11.666666666666666,6.519685039370079,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6347,826,908,162.0,1.0,872.0,2019,5,22,0,0,6.6125,9.221276595744682,5.078223270440252,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6348,1740,2210,390.0,1.0,2677.0,2019,2,14,3,1,3.3659574468085105,2.1475409836065573,0.2486865148861646,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6349,1456,1632,96.0,1.0,337.0,2019,5,11,2,2,3.6157205240174672,12.547231270358306,5.078223270440252,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6350,1230,1317,107.0,1.0,363.0,2018,12,9,2,2,11.366071428571429,-6.8,3.8531746031746033,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6351,740,856,76.0,1.0,224.0,2018,8,12,0,0,3.3659574468085105,-0.6521739130434783,3.8531746031746033,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6352,1210,1439,89.0,1.0,235.0,2018,4,2,2,2,8.521739130434783,2.8487394957983194,3.8531746031746033,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6353,1500,1625,85.0,1.0,420.0,2019,2,12,2,2,3.6666666666666665,9.756756756756756,8.24934929724102,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6354,615,729,74.0,1.0,189.0,2019,11,18,0,0,-4.25,9.756756756756756,8.24934929724102,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6355,1400,1523,83.0,1.0,214.0,2018,4,7,2,2,3.246987951807229,5.653846153846154,3.8531746031746033,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6356,2134,2349,195.0,1.0,1182.0,2019,8,11,1,1,3.2672413793103448,6.31640625,12.312328767123288,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6357,1640,1907,87.0,1.0,389.0,2019,11,24,2,3,3.3659574468085105,-7.142857142857143,0.2486865148861646,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6358,600,715,135.0,1.0,794.0,2019,5,28,0,0,0.5932203389830508,7.986149584487535,8.24934929724102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6359,2200,2327,87.0,1.0,399.0,2019,2,25,1,1,3.246987951807229,5.1256830601092895,5.078223270440252,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6360,1151,1252,61.0,1.0,108.0,2018,2,19,0,2,8.521739130434783,19.857142857142858,5.078223270440252,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6361,1415,1559,104.0,1.0,404.0,2018,4,1,2,2,20.82941176470588,-0.040169133192389,3.8531746031746033,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6362,1715,1925,250.0,1.0,1546.0,2019,11,5,3,3,20.82941176470588,7.986149584487535,3.9402271368798565,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6363,2200,619,319.0,1.0,2486.0,2018,9,29,1,0,-4.416666666666667,12.547231270358306,5.078223270440252,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6364,2016,6,170.0,1.0,1029.0,2018,12,31,3,1,4.353191489361702,8.962962962962964,3.8531746031746033,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6365,1835,2042,187.0,1.0,1024.0,2019,1,24,3,3,10.992424242424242,4.6437246963562755,3.8531746031746033,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6366,1237,1519,102.0,1.0,501.0,2019,6,4,2,2,-6.142857142857143,-2.1129943502824857,3.8531746031746033,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6367,947,1102,75.0,1.0,156.0,2019,3,22,0,0,-7.333333333333333,12.547231270358306,8.24934929724102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6368,1310,1525,135.0,1.0,817.0,2018,8,28,2,2,-1.7083333333333333,-3.242424242424242,3.9402271368798565,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
