fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name,orig_weather_categ,dest_weather_categ
2018-12-22,DL,DL,DL,2747,DL,N374DA,2747,12478,JFK,"New York, NY",14679,SAN,"San Diego, CA",1929,1922.0,-7.0,45.0,2007.0,2251.0,5.0,2313,2256.0,-17.0,0.0,,0.0,N,404.0,394.0,344.0,1.0,2446.0,,,,,,,,,,cloudy,sunny
2019-03-23,AA,AA,AA,2083,AA,N756US,2083,10994,CHS,"Charleston, SC",11298,DFW,"Dallas/Fort Worth, TX",718,713.0,-5.0,10.0,723.0,851.0,5.0,920,856.0,-24.0,0.0,,0.0,N,182.0,163.0,148.0,1.0,987.0,,,,,,,,,,sunny,rain
2019-09-02,UA,UA_CODESHARE,UA,5728,OO,N144SY,5728,14771,SFO,"San Francisco, CA",14908,SNA,"Santa Ana, CA",1801,1757.0,-4.0,19.0,1816.0,1924.0,5.0,1944,1929.0,-15.0,0.0,,0.0,N,103.0,92.0,68.0,1.0,372.0,,,,,,,,,,sunny,sunny
2019-10-26,UA,UA_CODESHARE,UA,3499,YX,N865RW,3499,13930,ORD,"Chicago, IL",11624,EYW,"Key West, FL",815,806.0,-9.0,30.0,836.0,1223.0,8.0,1226,1231.0,5.0,0.0,,0.0,N,191.0,205.0,167.0,1.0,1251.0,,,,,,,,,,rain,no weather data
2018-07-20,DL,DL_CODESHARE,DL,5388,9E,N840AY,5388,10821,BWI,"Baltimore, MD",14492,RDU,"Raleigh/Durham, NC",1526,1521.0,-5.0,25.0,1546.0,1635.0,5.0,1636,1640.0,4.0,0.0,,0.0,N,70.0,79.0,49.0,1.0,255.0,,,,,,,,,,sunny,rain
2019-03-19,UA,UA,UA,468,UA,N466UA,468,13495,MSY,"New Orleans, LA",12266,IAH,"Houston, TX",530,529.0,-1.0,16.0,545.0,635.0,5.0,640,640.0,0.0,0.0,,0.0,N,70.0,71.0,50.0,1.0,305.0,,,,,,,,,,sunny,sunny
2018-10-01,AA,AA_CODESHARE,AA,4192,MQ,N675AE,4192,13930,ORD,"Chicago, IL",12217,HSV,"Huntsville, AL",825,821.0,-4.0,15.0,836.0,948.0,5.0,1005,953.0,-12.0,0.0,,0.0,N,100.0,92.0,72.0,1.0,510.0,,,,,,,,,,rain,rain
2018-06-26,AA,AA_CODESHARE,AA,5134,OH,N570NN,5134,11057,CLT,"Charlotte, NC",11193,CVG,"Cincinnati, OH",2209,31.0,142.0,16.0,47.0,149.0,12.0,2326,201.0,155.0,0.0,,0.0,N,77.0,90.0,62.0,1.0,335.0,0.0,26.0,13.0,0.0,116.0,,,,,rain,rain
2019-08-09,UA,UA,UA,2177,UA,N435UA,2177,13930,ORD,"Chicago, IL",14492,RDU,"Raleigh/Durham, NC",2130,2126.0,-4.0,22.0,2148.0,11.0,4.0,39,15.0,-24.0,0.0,,0.0,N,129.0,109.0,83.0,1.0,646.0,,,,,,,,,,sunny,sunny
2019-01-29,WN,WN,WN,342,WN,N929WN,342,14893,SMF,"Sacramento, CA",14057,PDX,"Portland, OR",825,818.0,-7.0,9.0,827.0,938.0,2.0,955,940.0,-15.0,0.0,,0.0,N,90.0,82.0,71.0,1.0,479.0,,,,,,,,,,cloudy,sunny
2018-05-29,AA,AA_CODESHARE,AA,3032,OO,N744SK,3032,14107,PHX,"Phoenix, AZ",10561,BFL,"Bakersfield, CA",1711,1706.0,-5.0,17.0,1723.0,1825.0,5.0,1837,1830.0,-7.0,0.0,,0.0,N,86.0,84.0,62.0,1.0,425.0,,,,,,,,,,sunny,sunny
2018-01-26,AA,AA,AA,1203,AA,N308RD,1203,13303,MIA,"Miami, FL",12953,LGA,"New York, NY",1625,1619.0,-6.0,15.0,1634.0,1904.0,7.0,1928,1911.0,-17.0,0.0,,0.0,N,183.0,172.0,150.0,1.0,1096.0,,,,,,,,,,cloudy,sunny
2019-06-16,WN,WN,WN,2974,WN,N712SW,2974,14107,PHX,"Phoenix, AZ",10140,ABQ,"Albuquerque, NM",610,606.0,-4.0,9.0,615.0,800.0,2.0,820,802.0,-18.0,0.0,,0.0,N,70.0,56.0,45.0,1.0,328.0,,,,,,,,,,sunny,sunny
2018-05-20,F9,F9,F9,623,F9,N305FR,623,11433,DTW,"Detroit, MI",11292,DEN,"Denver, CO",852,831.0,-21.0,16.0,847.0,937.0,10.0,1006,947.0,-19.0,0.0,,0.0,N,194.0,196.0,170.0,1.0,1123.0,,,,,,,,,,cloudy,rain
2019-07-13,F9,F9,F9,266,F9,N329FR,266,14908,SNA,"Santa Ana, CA",11292,DEN,"Denver, CO",1604,1602.0,-2.0,11.0,1613.0,1904.0,22.0,1922,1926.0,4.0,0.0,,0.0,N,138.0,144.0,111.0,1.0,846.0,,,,,,,,,,sunny,sunny
2018-09-06,F9,F9,F9,255,F9,N926FR,255,11066,CMH,"Columbus, OH",11292,DEN,"Denver, CO",1650,1704.0,14.0,12.0,1716.0,1803.0,12.0,1807,1815.0,8.0,0.0,,0.0,N,197.0,191.0,167.0,1.0,1154.0,,,,,,,,,,rain,rain
2018-01-16,B6,B6,B6,277,B6,N981JB,277,11697,FLL,"Fort Lauderdale, FL",14771,SFO,"San Francisco, CA",1731,1731.0,0.0,14.0,1745.0,2028.0,20.0,2104,2048.0,-16.0,0.0,,0.0,N,393.0,377.0,343.0,1.0,2584.0,,,,,,,,,,cloudy,cloudy
2018-03-22,AA,AA_CODESHARE,AA,5535,OH,N563NN,5535,11057,CLT,"Charlotte, NC",14730,SDF,"Louisville, KY",725,722.0,-3.0,14.0,736.0,839.0,9.0,851,848.0,-3.0,0.0,,0.0,N,86.0,86.0,63.0,1.0,335.0,,,,,,,,,,sunny,sunny
2019-09-15,DL,DL,DL,869,DL,N962DL,869,14685,SAV,"Savannah, GA",10397,ATL,"Atlanta, GA",1917,1913.0,-4.0,16.0,1929.0,2011.0,14.0,2030,2025.0,-5.0,0.0,,0.0,N,73.0,72.0,42.0,1.0,214.0,,,,,,,,,,cloudy,sunny
2019-09-09,WN,WN,WN,4044,WN,N7813P,4044,13232,MDW,"Chicago, IL",12953,LGA,"New York, NY",1225,1231.0,6.0,12.0,1243.0,1517.0,5.0,1530,1522.0,-8.0,0.0,,0.0,N,125.0,111.0,94.0,1.0,725.0,,,,,,,,,,cloudy,rain
2018-12-01,F9,F9,F9,459,F9,N313FR,459,13487,MSP,"Minneapolis, MN",11292,DEN,"Denver, CO",530,525.0,-5.0,15.0,540.0,616.0,11.0,701,627.0,-34.0,0.0,,0.0,N,151.0,122.0,96.0,1.0,680.0,,,,,,,,,,snow,sunny
2019-12-08,AS,AS,AS,429,AS,N478AS,429,14893,SMF,"Sacramento, CA",14747,SEA,"Seattle, WA",1245,1240.0,-5.0,16.0,1256.0,1440.0,9.0,1449,1449.0,0.0,0.0,,0.0,N,124.0,129.0,104.0,1.0,605.0,,,,,,,,,,rain,cloudy
2019-01-04,B6,B6,B6,1245,B6,N187JB,1245,10721,BOS,"Boston, MA",11057,CLT,"Charlotte, NC",759,755.0,-4.0,11.0,806.0,1025.0,6.0,1031,1031.0,0.0,0.0,,0.0,N,152.0,156.0,139.0,1.0,728.0,,,,,,,,,,sunny,rain
2019-05-19,AS,AS,AS,896,AS,N214AK,896,10713,BOI,"Boise, ID",14747,SEA,"Seattle, WA",800,754.0,-6.0,12.0,806.0,809.0,15.0,830,824.0,-6.0,0.0,,0.0,N,90.0,90.0,63.0,1.0,399.0,,,,,,,,,,rain,rain
2019-10-23,WN,WN,WN,892,WN,N8652B,892,10693,BNA,"Nashville, TN",11292,DEN,"Denver, CO",1640,1644.0,4.0,10.0,1654.0,1829.0,6.0,1830,1835.0,5.0,0.0,,0.0,N,170.0,171.0,155.0,1.0,1014.0,,,,,,,,,,sunny,snow & rain
2019-04-02,UA,UA_CODESHARE,UA,5303,OO,N908SW,5303,11995,GSO,"Greensboro/High Point, NC",13930,ORD,"Chicago, IL",1100,1047.0,-13.0,14.0,1101.0,1136.0,11.0,1216,1147.0,-29.0,0.0,,0.0,N,136.0,120.0,95.0,1.0,589.0,,,,,,,,,,snow & rain,cloudy
2018-02-09,UA,UA_CODESHARE,UA,5394,OO,N963SW,5394,11638,FAT,"Fresno, CA",12892,LAX,"Los Angeles, CA",1340,1337.0,-3.0,16.0,1353.0,1434.0,15.0,1456,1449.0,-7.0,0.0,,0.0,N,76.0,72.0,41.0,1.0,209.0,,,,,,,,,,sunny,sunny
2018-08-13,AA,AA,AA,455,AA,N659AW,455,10423,AUS,"Austin, TX",14107,PHX,"Phoenix, AZ",835,829.0,-6.0,13.0,842.0,843.0,30.0,907,913.0,6.0,0.0,,0.0,N,152.0,164.0,121.0,1.0,872.0,,,,,,,,,,cloudy,sunny
2019-10-29,AA,AA,AA,660,AA,N156UW,660,14100,PHL,"Philadelphia, PA",12892,LAX,"Los Angeles, CA",643,636.0,-7.0,16.0,652.0,919.0,9.0,936,928.0,-8.0,0.0,,0.0,N,353.0,352.0,327.0,1.0,2402.0,,,,,,,,,,cloudy,sunny
2019-06-27,UA,UA_CODESHARE,UA,6223,YV,N89308,6223,12266,IAH,"Houston, TX",13342,MKE,"Milwaukee, WI",1230,1540.0,190.0,29.0,1609.0,2023.0,6.0,1522,2029.0,,0.0,,1.0,N,172.0,,,1.0,984.0,,,,,,,,,,rain,sunny
2019-11-19,WN,WN,WN,1156,WN,N718SW,1156,14683,SAT,"San Antonio, TX",13204,MCO,"Orlando, FL",1820,1818.0,-2.0,9.0,1827.0,2128.0,6.0,2145,2134.0,-11.0,0.0,,0.0,N,145.0,136.0,121.0,1.0,1041.0,,,,,,,,,,sunny,sunny
2019-08-24,AA,AA,AA,1090,AA,N826NN,1090,15370,TUL,"Tulsa, OK",11298,DFW,"Dallas/Fort Worth, TX",637,633.0,-4.0,22.0,655.0,736.0,11.0,800,747.0,-13.0,0.0,,0.0,N,83.0,74.0,41.0,1.0,237.0,,,,,,,,,,rain,rain
2018-11-11,UA,UA_CODESHARE,UA,3658,YX,N649RW,3658,13487,MSP,"Minneapolis, MN",11618,EWR,"Newark, NJ",1225,1235.0,10.0,23.0,1258.0,1605.0,8.0,1613,1613.0,0.0,0.0,,0.0,N,168.0,158.0,127.0,1.0,1008.0,,,,,,,,,,cloudy,sunny
2019-08-27,AA,AA_CODESHARE,AA,4018,MQ,N694AE,4018,13930,ORD,"Chicago, IL",10685,BMI,"Bloomington/Normal, IL",1520,1542.0,22.0,34.0,1616.0,1641.0,4.0,1609,1645.0,36.0,0.0,,0.0,N,49.0,63.0,25.0,1.0,116.0,22.0,0.0,14.0,0.0,0.0,,,,,sunny,sunny
2018-11-27,F9,F9,F9,1016,F9,N717FR,1016,15304,TPA,"Tampa, FL",14100,PHL,"Philadelphia, PA",1014,1049.0,35.0,21.0,1110.0,1304.0,7.0,1254,1311.0,17.0,0.0,,0.0,N,160.0,142.0,114.0,1.0,920.0,0.0,0.0,0.0,0.0,17.0,,,,,sunny,cloudy
2019-11-05,WN,WN,WN,648,WN,N8501V,648,11697,FLL,"Fort Lauderdale, FL",12451,JAX,"Jacksonville, FL",700,651.0,-9.0,14.0,705.0,754.0,4.0,815,758.0,-17.0,0.0,,0.0,N,75.0,67.0,49.0,1.0,319.0,,,,,,,,,,rain,rain
2018-05-27,DL,DL,DL,2748,DL,N903DE,2748,10529,BDL,"Hartford, CT",11433,DTW,"Detroit, MI",920,918.0,-2.0,12.0,930.0,1055.0,4.0,1109,1059.0,-10.0,0.0,,0.0,N,109.0,101.0,85.0,1.0,549.0,,,,,,,,,,rain,sunny
2019-01-16,WN,WN,WN,776,WN,N958WN,776,13204,MCO,"Orlando, FL",14122,PIT,"Pittsburgh, PA",2200,2157.0,-3.0,11.0,2208.0,5.0,4.0,20,9.0,-11.0,0.0,,0.0,N,140.0,132.0,117.0,1.0,834.0,,,,,,,,,,sunny,cloudy
2019-05-19,UA,UA,UA,2087,UA,N37293,2087,14893,SMF,"Sacramento, CA",12266,IAH,"Houston, TX",1307,1302.0,-5.0,10.0,1312.0,1818.0,11.0,1842,1829.0,-13.0,0.0,,0.0,N,215.0,207.0,186.0,1.0,1609.0,,,,,,,,,,rain,rain
2018-03-05,UA,UA,UA,1620,UA,N63899,1620,14262,PSP,"Palm Springs, CA",14771,SFO,"San Francisco, CA",1320,1312.0,-8.0,13.0,1325.0,1432.0,7.0,1503,1439.0,-24.0,0.0,,0.0,N,103.0,87.0,67.0,1.0,421.0,,,,,,,,,,sunny,sunny
2018-12-18,DL,DL,DL,1779,DL,N952DN,1779,11292,DEN,"Denver, CO",13487,MSP,"Minneapolis, MN",1345,1342.0,-3.0,8.0,1350.0,1615.0,5.0,1645,1620.0,-25.0,0.0,,0.0,N,120.0,98.0,85.0,1.0,680.0,,,,,,,,,,sunny,sunny
2019-03-02,AS,AS_CODESHARE,AS,2791,QX,N622QX,2791,14771,SFO,"San Francisco, CA",14908,SNA,"Santa Ana, CA",1330,1324.0,-6.0,16.0,1340.0,1444.0,4.0,1505,1448.0,-17.0,0.0,,0.0,N,95.0,84.0,64.0,1.0,372.0,,,,,,,,,,rain,rain
2019-10-03,F9,F9,F9,331,F9,N949FR,331,13198,MCI,"Kansas City, MO",11292,DEN,"Denver, CO",1934,1959.0,25.0,9.0,2008.0,2035.0,14.0,2030,2049.0,19.0,0.0,,0.0,N,116.0,110.0,87.0,1.0,533.0,0.0,0.0,0.0,0.0,19.0,,,,,cloudy,sunny
2019-12-26,AA,AA,AA,2013,AA,N177XF,2013,14683,SAT,"San Antonio, TX",11057,CLT,"Charlotte, NC",1337,1336.0,-1.0,12.0,1348.0,1700.0,8.0,1718,1708.0,-10.0,0.0,,0.0,N,161.0,152.0,132.0,1.0,1095.0,,,,,,,,,,cloudy,sunny
2019-05-03,AA,AA,AA,2163,AA,N955UW,2163,10721,BOS,"Boston, MA",12953,LGA,"New York, NY",1000,952.0,-8.0,18.0,1010.0,1102.0,10.0,1117,1112.0,-5.0,0.0,,0.0,N,77.0,80.0,52.0,1.0,184.0,,,,,,,,,,rain,cloudy
2018-05-08,AS,AS,AS,582,AS,N317AS,582,14747,SEA,"Seattle, WA",14262,PSP,"Palm Springs, CA",1900,1856.0,-4.0,22.0,1918.0,2137.0,6.0,2134,2143.0,9.0,0.0,,0.0,N,154.0,167.0,139.0,1.0,987.0,,,,,,,,,,rain,sunny
2019-02-08,WN,WN,WN,1103,WN,N552WN,1103,13244,MEM,"Memphis, TN",15304,TPA,"Tampa, FL",1520,1515.0,-5.0,14.0,1529.0,1759.0,3.0,1805,1802.0,-3.0,0.0,,0.0,N,105.0,107.0,90.0,1.0,655.0,,,,,,,,,,cloudy,sunny
2018-04-07,AA,AA_CODESHARE,AA,5853,YV,N923FJ,5853,11298,DFW,"Dallas/Fort Worth, TX",12951,LFT,"Lafayette, LA",900,856.0,-4.0,37.0,933.0,1026.0,6.0,1026,1032.0,6.0,0.0,,0.0,N,86.0,96.0,53.0,1.0,351.0,,,,,,,,,,cloudy,rain
2019-02-11,AA,AA,AA,2594,AA,N867NN,2594,11298,DFW,"Dallas/Fort Worth, TX",10423,AUS,"Austin, TX",1742,1736.0,-6.0,12.0,1748.0,1825.0,7.0,1842,1832.0,-10.0,0.0,,0.0,N,60.0,56.0,37.0,1.0,190.0,,,,,,,,,,rain,rain
2019-12-17,UA,UA,UA,414,UA,N837UA,414,10994,CHS,"Charleston, SC",13930,ORD,"Chicago, IL",745,732.0,-13.0,17.0,749.0,845.0,5.0,910,850.0,-20.0,0.0,,0.0,N,145.0,138.0,116.0,1.0,760.0,,,,,,,,,,rain,cloudy
2019-02-25,DL,DL_CODESHARE,DL,5288,9E,N8946A,5288,10821,BWI,"Baltimore, MD",11193,CVG,"Cincinnati, OH",1931,1926.0,-5.0,9.0,1935.0,2053.0,9.0,2112,2102.0,-10.0,0.0,,0.0,N,101.0,96.0,78.0,1.0,430.0,,,,,,,,,,sunny,sunny
2018-04-13,UA,UA_CODESHARE,UA,5203,OO,N869AS,5203,14771,SFO,"San Francisco, CA",14487,RDD,"Redding, CA",1558,1557.0,-1.0,35.0,1632.0,1707.0,5.0,1709,1712.0,3.0,0.0,,0.0,N,71.0,75.0,35.0,1.0,199.0,,,,,,,,,,sunny,sunny
2019-10-30,WN,WN,WN,1625,WN,N7817J,1625,13487,MSP,"Minneapolis, MN",13232,MDW,"Chicago, IL",1240,1449.0,129.0,11.0,1500.0,1608.0,4.0,1410,1612.0,122.0,0.0,,0.0,N,90.0,83.0,68.0,1.0,349.0,0.0,0.0,0.0,0.0,122.0,,,,,cloudy,snow & rain
2018-10-01,WN,WN,WN,5219,WN,N8686A,5219,10693,BNA,"Nashville, TN",15304,TPA,"Tampa, FL",1835,1833.0,-2.0,8.0,1841.0,2103.0,3.0,2120,2106.0,-14.0,0.0,,0.0,N,105.0,93.0,82.0,1.0,612.0,,,,,,,,,,rain,sunny
2018-04-15,DL,DL_CODESHARE,DL,5690,CP,N616CZ,5690,11884,GEG,"Spokane, WA",12892,LAX,"Los Angeles, CA",635,658.0,23.0,30.0,728.0,952.0,8.0,925,1000.0,35.0,0.0,,0.0,N,170.0,182.0,144.0,1.0,945.0,0.0,0.0,35.0,0.0,0.0,,,,,rain,sunny
2019-08-31,UA,UA,UA,2104,UA,N73860,2104,11278,DCA,"Washington, DC",11292,DEN,"Denver, CO",1459,1448.0,-11.0,11.0,1459.0,1619.0,10.0,1654,1629.0,-25.0,0.0,,0.0,N,235.0,221.0,200.0,1.0,1476.0,,,,,,,,,,sunny,sunny
2019-09-01,AA,AA_CODESHARE,AA,3665,MQ,N269NN,3665,11298,DFW,"Dallas/Fort Worth, TX",15919,XNA,"Fayetteville, AR",1632,1627.0,-5.0,16.0,1643.0,1728.0,6.0,1747,1734.0,-13.0,0.0,,0.0,N,75.0,67.0,45.0,1.0,280.0,,,,,,,,,,sunny,rain
2018-03-06,DL,DL,DL,1339,DL,N931DL,1339,10821,BWI,"Baltimore, MD",10397,ATL,"Atlanta, GA",600,556.0,-4.0,15.0,611.0,742.0,7.0,801,749.0,-12.0,0.0,,0.0,N,121.0,113.0,91.0,1.0,577.0,,,,,,,,,,snow & rain,rain
2019-03-12,NK,NK,NK,945,NK,N667NK,945,10158,ACY,"Atlantic City, NJ",14635,RSW,"Fort Myers, FL",1740,1728.0,-12.0,13.0,1741.0,1957.0,17.0,2033,2014.0,-19.0,0.0,,0.0,N,173.0,166.0,136.0,1.0,982.0,,,,,,,,,,sunny,sunny
2018-05-29,DL,DL_CODESHARE,DL,3980,9E,N903XJ,3980,13230,MDT,"Harrisburg, PA",11433,DTW,"Detroit, MI",1740,1741.0,1.0,19.0,1800.0,1857.0,6.0,1914,1903.0,-11.0,0.0,,0.0,N,94.0,82.0,57.0,1.0,371.0,,,,,,,,,,cloudy,sunny
2019-10-23,DL,DL_CODESHARE,DL,6085,YX,N818MD,6085,12339,IND,"Indianapolis, IN",12953,LGA,"New York, NY",638,633.0,-5.0,13.0,646.0,813.0,18.0,845,831.0,-14.0,0.0,,0.0,N,127.0,118.0,87.0,1.0,660.0,,,,,,,,,,sunny,rain
2019-05-22,AA,AA,AA,1566,AA,N979NN,1566,13851,OKC,"Oklahoma City, OK",11298,DFW,"Dallas/Fort Worth, TX",1230,1225.0,-5.0,13.0,1238.0,1314.0,7.0,1334,1321.0,-13.0,0.0,,0.0,N,64.0,56.0,36.0,1.0,175.0,,,,,,,,,,rain,cloudy
2018-03-27,WN,WN,WN,2046,WN,N273WN,2046,11066,CMH,"Columbus, OH",13232,MDW,"Chicago, IL",1600,1557.0,-3.0,8.0,1605.0,1554.0,5.0,1610,1559.0,-11.0,0.0,,0.0,N,70.0,62.0,49.0,1.0,283.0,,,,,,,,,,rain,rain
2019-09-14,AA,AA_CODESHARE,AA,5196,OH,N515AE,5196,11057,CLT,"Charlotte, NC",13795,OAJ,"Jacksonville/Camp Lejeune, NC",1750,1745.0,-5.0,19.0,1804.0,1837.0,4.0,1850,1841.0,-9.0,0.0,,0.0,N,60.0,56.0,33.0,1.0,191.0,,,,,,,,,,cloudy,rain
2018-01-13,AA,AA,AA,1691,AA,N926UW,1691,11697,FLL,"Fort Lauderdale, FL",11057,CLT,"Charlotte, NC",1919,1925.0,6.0,11.0,1936.0,2103.0,4.0,2124,2107.0,-17.0,0.0,,0.0,N,125.0,102.0,87.0,1.0,632.0,,,,,,,,,,sunny,sunny
2018-12-22,F9,F9,F9,2095,F9,N713FR,2095,15304,TPA,"Tampa, FL",13342,MKE,"Milwaukee, WI",1048,1120.0,32.0,17.0,1137.0,1305.0,8.0,1245,1313.0,28.0,0.0,,0.0,N,177.0,173.0,148.0,1.0,1075.0,28.0,0.0,0.0,0.0,0.0,,,,,sunny,cloudy
2018-10-08,DL,DL_CODESHARE,DL,6208,G7,N690CA,6208,11433,DTW,"Detroit, MI",12264,IAD,"Washington, DC",752,1200.0,248.0,35.0,1235.0,1339.0,4.0,921,1343.0,262.0,0.0,,0.0,N,89.0,103.0,64.0,1.0,383.0,17.0,0.0,14.0,0.0,231.0,,,,,cloudy,cloudy
2019-07-20,AS,AS,AS,838,AS,N533AS,838,12173,HNL,"Honolulu, HI",13796,OAK,"Oakland, CA",1600,1546.0,-14.0,16.0,1602.0,2345.0,5.0,15,2350.0,-25.0,0.0,,0.0,N,315.0,304.0,283.0,1.0,2409.0,,,,,,,,,,rain,sunny
2019-11-18,AA,AA,AA,2149,AA,N746UW,2149,10721,BOS,"Boston, MA",11278,DCA,"Washington, DC",1700,1717.0,17.0,27.0,1744.0,1856.0,4.0,1847,1900.0,13.0,0.0,,0.0,N,107.0,103.0,72.0,1.0,399.0,,,,,,,,,,rain,rain
2019-02-06,WN,WN,WN,1803,WN,N8545V,1803,12889,LAS,"Las Vegas, NV",13198,MCI,"Kansas City, MO",900,909.0,9.0,22.0,931.0,1338.0,10.0,1350,1348.0,-2.0,0.0,,0.0,N,170.0,159.0,127.0,1.0,1139.0,,,,,,,,,,sunny,cloudy
2019-09-11,WN,WN,WN,5527,WN,N500WR,5527,13232,MDW,"Chicago, IL",14122,PIT,"Pittsburgh, PA",800,756.0,-4.0,10.0,806.0,1004.0,3.0,1020,1007.0,-13.0,0.0,,0.0,N,80.0,71.0,58.0,1.0,402.0,,,,,,,,,,sunny,sunny
2018-04-21,AA,AA_CODESHARE,AA,5472,OH,N568NN,5472,11278,DCA,"Washington, DC",12323,ILM,"Wilmington, NC",859,846.0,-13.0,21.0,907.0,1004.0,4.0,1022,1008.0,-14.0,0.0,,0.0,N,83.0,82.0,57.0,1.0,319.0,,,,,,,,,,sunny,sunny
2019-08-27,G4,G4,G4,2200,G4,254NV,2200,10135,ABE,"Allentown/Bethlehem/Easton, PA",14761,SFB,"Sanford, FL",1214,1200.0,-14.0,8.0,1208.0,1402.0,7.0,1435,1409.0,-26.0,0.0,,0.0,N,141.0,129.0,114.0,1.0,882.0,,,,,,,,,,cloudy,rain
2018-04-07,AA,AA_CODESHARE,AA,5824,YV,N942LR,5824,14730,SDF,"Louisville, KY",11298,DFW,"Dallas/Fort Worth, TX",828,,,,,,,955,,,1.0,B,0.0,N,147.0,,,1.0,733.0,,,,,,,,,,snow,cloudy
2018-10-06,UA,UA_CODESHARE,UA,5686,OO,N417SW,5686,13930,ORD,"Chicago, IL",11111,COU,"Columbia, MO",1125,1122.0,-3.0,14.0,1136.0,1233.0,4.0,1253,1237.0,-16.0,0.0,,0.0,N,88.0,75.0,57.0,1.0,315.0,,,,,,,,,,rain,cloudy
2019-11-22,DL,DL,DL,354,DL,N935AT,354,13487,MSP,"Minneapolis, MN",11057,CLT,"Charlotte, NC",2015,2025.0,10.0,16.0,2041.0,2338.0,8.0,2342,2346.0,4.0,0.0,,0.0,N,147.0,141.0,117.0,1.0,930.0,,,,,,,,,,sunny,cloudy
2018-04-27,AA,AA_CODESHARE,AA,5046,OH,N229PS,5046,10257,ALB,"Albany, NY",11278,DCA,"Washington, DC",1700,1806.0,66.0,15.0,1821.0,1936.0,4.0,1828,1940.0,72.0,0.0,,0.0,N,88.0,94.0,75.0,1.0,318.0,10.0,0.0,6.0,0.0,56.0,,,,,rain,rain
2018-09-06,B6,B6,B6,1022,B6,N635JB,1022,14027,PBI,"West Palm Beach/Palm Beach, FL",10721,BOS,"Boston, MA",600,551.0,-9.0,13.0,604.0,852.0,7.0,856,859.0,3.0,0.0,,0.0,N,176.0,188.0,168.0,1.0,1197.0,,,,,,,,,,rain,rain
2018-08-06,DL,DL_CODESHARE,DL,5297,9E,N912XJ,5297,13931,ORF,"Norfolk, VA",12953,LGA,"New York, NY",1048,1034.0,-14.0,11.0,1045.0,1144.0,9.0,1218,1153.0,-25.0,0.0,,0.0,N,90.0,79.0,59.0,1.0,296.0,,,,,,,,,,rain,sunny
2018-10-04,B6,B6,B6,727,B6,N294JB,727,10721,BOS,"Boston, MA",10821,BWI,"Baltimore, MD",640,633.0,-7.0,21.0,654.0,754.0,6.0,811,800.0,-11.0,0.0,,0.0,N,91.0,87.0,60.0,1.0,369.0,,,,,,,,,,cloudy,rain
2018-01-15,AA,AA_CODESHARE,AA,5996,YV,N917FJ,5996,11298,DFW,"Dallas/Fort Worth, TX",11413,DRO,"Durango, CO",1450,1446.0,-4.0,22.0,1508.0,1550.0,6.0,1553,1556.0,3.0,0.0,,0.0,N,123.0,130.0,102.0,1.0,674.0,,,,,,,,,,rain,sunny
2018-05-18,DL,DL,DL,1625,DL,N399DA,1625,10397,ATL,"Atlanta, GA",10821,BWI,"Baltimore, MD",2235,2234.0,-1.0,21.0,2255.0,17.0,9.0,30,26.0,-4.0,0.0,,0.0,N,115.0,112.0,82.0,1.0,577.0,,,,,,,,,,rain,rain
2019-03-24,G4,G4,G4,1611,G4,251NV,1611,14730,SDF,"Louisville, KY",14082,PGD,"Punta Gorda, FL",902,851.0,-11.0,8.0,859.0,1051.0,5.0,1106,1056.0,-10.0,0.0,,0.0,N,124.0,125.0,112.0,1.0,806.0,,,,,,,,,,rain,sunny
2019-05-03,WN,WN,WN,1638,WN,N8614M,1638,14107,PHX,"Phoenix, AZ",14831,SJC,"San Jose, CA",1745,1738.0,-7.0,6.0,1744.0,1918.0,4.0,1940,1922.0,-18.0,0.0,,0.0,N,115.0,104.0,94.0,1.0,621.0,,,,,,,,,,sunny,sunny
2018-04-08,WN,WN,WN,1497,WN,N8311Q,1497,15016,STL,"St. Louis, MO",10821,BWI,"Baltimore, MD",950,1007.0,17.0,9.0,1016.0,1245.0,5.0,1245,1250.0,5.0,0.0,,0.0,N,115.0,103.0,89.0,1.0,738.0,,,,,,,,,,cloudy,sunny
2019-10-11,UA,UA,UA,2113,UA,N25705,2113,14100,PHL,"Philadelphia, PA",12266,IAH,"Houston, TX",620,617.0,-3.0,16.0,633.0,834.0,11.0,846,845.0,-1.0,0.0,,0.0,N,206.0,208.0,181.0,1.0,1325.0,,,,,,,,,,sunny,rain
2019-02-11,AS,AS,AS,1945,AS,N852VA,1945,12892,LAX,"Los Angeles, CA",14771,SFO,"San Francisco, CA",1930,1929.0,-1.0,20.0,1949.0,2047.0,12.0,2055,2059.0,4.0,0.0,,0.0,N,85.0,90.0,58.0,1.0,337.0,,,,,,,,,,sunny,cloudy
