,arr_delay
7494,-17.0
8702,21.0
8691,-15.0
9503,-15.0
5541,72.0
6172,-14.0
1540,-23.0
9409,2.0
2681,-10.0
9882,33.0
6313,58.0
1191,0.0
5293,-7.0
1542,1.0
7056,-21.0
2539,-14.0
953,-5.0
7241,-18.0
6731,-36.0
4846,-37.0
6801,-24.0
8010,6.0
4330,62.0
8924,-11.0
5334,-12.0
7330,-2.0
9348,-31.0
4729,73.0
6541,2.0
5305,-3.0
5161,0.0
7860,4.0
2156,-3.0
1062,-13.0
1167,-14.0
3636,-13.0
7651,-14.0
5588,-11.0
7192,-3.0
4491,-4.0
7266,-11.0
4980,-13.0
8335,-11.0
9952,-6.0
4946,80.0
2782,-21.0
717,17.0
2502,24.0
4360,-17.0
4171,-1.0
8082,0.0
9760,12.0
395,-26.0
7186,-8.0
9822,29.0
4492,-36.0
1365,28.0
9526,37.0
8787,-14.0
5917,-5.0
4968,-25.0
2914,11.0
5644,-1.0
3766,-4.0
3440,-8.0
7357,-15.0
6806,1.0
2143,-1.0
5104,-23.0
5073,914.0
1571,-3.0
4079,-19.0
1122,14.0
2786,-22.0
2967,-6.0
2504,-9.0
5988,-28.0
8867,0.0
7164,-10.0
728,-8.0
7587,12.0
7543,-20.0
412,25.0
5745,15.0
7668,-13.0
825,-19.0
3267,-1.0
3974,-4.0
8808,-7.0
8306,-16.0
417,-2.0
6748,29.0
8967,-32.0
2082,-12.0
8945,0.0
3373,-16.0
5726,-29.0
4107,-10.0
4380,16.0
7723,-13.0
1066,-8.0
3913,-18.0
5536,2.0
8002,-20.0
5387,-7.0
5732,156.0
2738,-23.0
5052,5.0
4000,5.0
2427,84.0
6833,-15.0
1687,-28.0
851,-10.0
6303,34.0
9087,-10.0
5878,-10.0
8527,-7.0
2839,21.0
4611,-12.0
9540,-14.0
9207,14.0
2489,-18.0
6905,-7.0
7390,-9.0
2849,23.0
6665,2.0
5881,4.0
4452,-2.0
7421,-16.0
6484,8.0
2479,-17.0
6617,-14.0
2141,-5.0
5188,288.0
9704,-7.0
2744,-20.0
7253,-5.0
3506,-1.0
1679,1.0
4249,-2.0
3147,-18.0
8130,-18.0
7004,-14.0
580,0.0
4070,-20.0
3343,-11.0
7404,-18.0
3672,2.0
559,-5.0
5237,1.0
7805,-22.0
512,-21.0
1081,8.0
1664,-5.0
9204,0.0
1931,38.0
9666,3.0
1150,0.0
2838,-17.0
5949,98.0
8308,10.0
8932,0.0
9788,-8.0
5177,-18.0
830,31.0
8311,29.0
4752,0.0
9850,-5.0
635,-22.0
4465,4.0
6799,-2.0
7987,10.0
7079,-2.0
6966,0.0
4142,-15.0
7027,-14.0
9183,-11.0
876,-6.0
4869,-5.0
5315,-3.0
5222,9.0
4,28.0
3051,-10.0
5691,-21.0
3124,7.0
2491,-3.0
3854,-4.0
4777,-14.0
7509,0.0
6457,-25.0
6293,-13.0
1148,-2.0
574,-15.0
3769,20.0
4146,52.0
853,33.0
5919,-5.0
9358,-8.0
6614,-14.0
6002,-14.0
9163,8.0
4495,0.0
8173,18.0
6655,84.0
2368,-19.0
4780,-17.0
7992,10.0
2950,-20.0
5625,1.0
6971,-21.0
8716,115.0
1841,-8.0
5986,74.0
537,1.0
2806,-17.0
5801,1.0
5596,-18.0
7206,12.0
7343,57.0
7560,3.0
8096,-9.0
784,-18.0
1409,132.0
154,-16.0
7806,32.0
3009,54.0
1686,-8.0
4014,75.0
7455,4.0
3863,26.0
2733,-14.0
1895,-5.0
5442,-22.0
569,-2.0
6709,-8.0
5854,6.0
1816,-11.0
8319,-4.0
3394,7.0
3327,115.0
9982,-9.0
6102,-30.0
2975,0.0
980,-17.0
190,61.0
9331,-20.0
5088,12.0
699,0.0
9759,0.0
606,-28.0
301,18.0
3420,20.0
9804,-21.0
1060,-8.0
3444,-10.0
1069,-17.0
2205,16.0
9435,-27.0
7339,5.0
8208,18.0
7679,-22.0
4642,-6.0
7683,39.0
9007,18.0
7996,55.0
5600,-3.0
9151,-12.0
7022,11.0
4893,117.0
225,5.0
3354,161.0
5895,43.0
8754,38.0
3436,85.0
1693,7.0
6893,-15.0
1045,23.0
3446,-14.0
8050,-12.0
9146,-5.0
9981,-19.0
4735,-2.0
4496,0.0
1218,-12.0
6015,6.0
9719,-11.0
3987,-17.0
4911,24.0
9492,-6.0
4493,16.0
6944,13.0
5699,-15.0
8352,-8.0
956,18.0
2869,-23.0
4433,-9.0
4973,-29.0
2961,-17.0
2200,29.0
98,-13.0
9849,-8.0
2557,-27.0
8445,22.0
4199,12.0
9637,-34.0
5539,48.0
1648,6.0
6197,-34.0
6295,-10.0
4499,-9.0
1154,-12.0
2255,-5.0
3170,-13.0
7400,-19.0
7158,11.0
3108,-17.0
4548,-3.0
5423,-4.0
2049,2.0
9208,-9.0
8815,-18.0
9797,-10.0
262,-13.0
4061,-20.0
5534,-5.0
6616,-8.0
8120,43.0
8155,-7.0
1802,-25.0
4736,-16.0
2385,-7.0
6694,-16.0
5759,18.0
1959,-1.0
2976,-7.0
8680,-34.0
1843,-28.0
1734,-12.0
2911,-13.0
8338,7.0
1986,-1.0
9561,-6.0
6546,-5.0
7098,-17.0
2811,-16.0
659,-32.0
2511,-9.0
4282,-12.0
9339,-26.0
8800,121.0
6287,-10.0
1930,-17.0
7125,-2.0
197,5.0
7777,-23.0
2931,-26.0
8004,-26.0
2327,-6.0
4389,-10.0
8958,55.0
4218,-17.0
202,-2.0
3510,17.0
4931,-10.0
5535,-8.0
5791,138.0
1707,5.0
5172,-6.0
5249,-2.0
6528,-11.0
9848,54.0
5855,-18.0
8164,19.0
854,13.0
4737,14.0
698,-7.0
3696,40.0
1636,-3.0
7280,-24.0
7554,-8.0
3581,-19.0
1291,-5.0
6585,-11.0
1853,-37.0
5232,-11.0
3763,-21.0
3304,-10.0
1495,-17.0
7994,-23.0
1998,-25.0
663,-8.0
3748,30.0
4413,6.0
5530,3.0
5575,-19.0
8901,-6.0
7526,13.0
9474,-24.0
5864,-22.0
6776,39.0
1306,-7.0
7392,13.0
5592,26.0
9721,5.0
1663,22.0
5450,2.0
9954,3.0
3627,-5.0
2693,106.0
9789,-21.0
5915,-10.0
3157,3.0
6668,-5.0
1059,11.0
4636,-8.0
3242,75.0
1678,-1.0
6892,-13.0
6374,5.0
7574,-10.0
1757,-24.0
6019,13.0
5116,-8.0
8755,1.0
7408,-15.0
2790,-2.0
863,2.0
7858,-10.0
1484,-11.0
7035,-13.0
7721,-15.0
5977,-32.0
5134,-28.0
206,0.0
4488,1.0
6938,-14.0
9062,-19.0
6910,14.0
502,-22.0
7385,-4.0
1028,-17.0
3840,14.0
8110,-33.0
5056,5.0
9762,122.0
8154,-14.0
2731,-15.0
8996,-26.0
2454,-19.0
7215,10.0
3104,30.0
8392,-4.0
6278,-10.0
3099,-9.0
6184,10.0
3561,-21.0
5892,13.0
391,-8.0
6736,-16.0
5618,-15.0
5258,-3.0
9687,-15.0
2695,-22.0
2027,49.0
5463,-11.0
2568,65.0
8006,-10.0
64,28.0
2062,38.0
5276,-27.0
7208,-10.0
8684,-8.0
8571,9.0
6331,-35.0
4859,1.0
4887,-21.0
9268,23.0
878,-5.0
8529,-2.0
7916,5.0
6863,2.0
7892,-17.0
6439,-29.0
7869,-28.0
1016,7.0
9467,-1.0
7629,69.0
995,66.0
4297,80.0
161,-20.0
5675,-8.0
6873,-22.0
9692,-22.0
7989,7.0
3843,-7.0
1021,-10.0
3073,48.0
7555,-3.0
3943,4.0
1585,42.0
3152,0.0
8226,-27.0
775,-7.0
9670,-4.0
7099,-17.0
5486,51.0
6235,-10.0
9555,-23.0
7041,9.0
2612,-1.0
7513,-13.0
8433,-2.0
8792,17.0
5393,60.0
8838,2.0
3890,-1.0
3556,8.0
1528,5.0
1267,35.0
7734,10.0
1899,3.0
4658,-16.0
3005,11.0
2734,-22.0
189,-11.0
9167,-10.0
2747,-14.0
2047,-7.0
7849,-11.0
2558,-7.0
9274,-5.0
8666,32.0
6396,-19.0
3385,15.0
4555,-11.0
1184,-18.0
6420,-3.0
5051,-28.0
5311,-7.0
2433,3.0
6949,2.0
769,-21.0
1685,16.0
8322,-17.0
5578,-24.0
4426,20.0
466,-3.0
6265,-14.0
5734,310.0
5191,1.0
5390,-14.0
860,-5.0
7270,1.0
