,arr_delay
1813,-12.0
1271,2.0
5924,-16.0
9595,9.0
2994,-23.0
7109,-15.0
8613,5.0
7356,-9.0
2642,-49.0
6553,-11.0
4508,-12.0
2305,39.0
6502,-12.0
6260,27.0
4195,-20.0
5562,-9.0
4840,39.0
4655,3.0
8147,-21.0
4168,25.0
3849,-3.0
9847,-14.0
8401,33.0
5253,1.0
7884,-12.0
5533,5.0
2414,-37.0
3554,20.0
4691,10.0
4498,85.0
2195,-9.0
5045,-2.0
2600,-13.0
1518,70.0
4764,102.0
4314,-16.0
3366,-9.0
6065,-12.0
6582,-21.0
2633,-15.0
7337,-16.0
5633,15.0
9168,-13.0
8789,119.0
2434,-30.0
8277,-15.0
6758,-10.0
6611,-30.0
4520,-19.0
5587,-17.0
3545,195.0
5965,21.0
5992,46.0
8805,33.0
5531,61.0
5444,46.0
517,160.0
6110,-6.0
6864,-10.0
7960,13.0
1415,-28.0
4664,-6.0
4456,16.0
2761,-15.0
4855,-8.0
127,50.0
3474,99.0
7969,3.0
4310,-18.0
2438,3.0
3765,8.0
6876,-3.0
5896,-2.0
5840,-11.0
8842,102.0
9770,-12.0
1473,12.0
4821,-4.0
6915,-2.0
3560,80.0
3951,-15.0
49,-41.0
5437,-14.0
9897,23.0
887,-8.0
2616,-5.0
516,159.0
3168,-9.0
2949,-8.0
1424,-10.0
139,-3.0
1924,-21.0
2378,-2.0
3197,-35.0
5131,50.0
112,118.0
4559,-17.0
4595,-18.0
7997,-2.0
3250,-9.0
4690,57.0
8115,-6.0
7767,-30.0
4546,-12.0
7084,3.0
3277,-13.0
7542,-7.0
6593,-18.0
4068,-9.0
4408,-34.0
8644,-27.0
8588,-8.0
7384,-22.0
3222,0.0
8210,-7.0
451,-12.0
3731,-16.0
8953,-22.0
4986,76.0
3663,-21.0
2763,-21.0
658,0.0
7678,-14.0
7676,-12.0
4620,-3.0
999,-26.0
389,-15.0
3407,-11.0
1476,-4.0
2240,-14.0
2386,-16.0
9139,-15.0
992,132.0
4997,-22.0
3922,-18.0
2972,23.0
3386,55.0
7885,-9.0
8812,-11.0
4769,-8.0
1293,-23.0
1824,3.0
2873,-9.0
4173,7.0
2535,59.0
9132,-8.0
1907,-1.0
42,10.0
9491,-2.0
368,-14.0
1151,-11.0
7752,44.0
6358,-18.0
5912,-18.0
6507,-18.0
7525,37.0
4160,52.0
4287,3.0
7775,-9.0
6714,-18.0
174,-19.0
1903,-29.0
1099,-14.0
8114,-22.0
3408,-3.0
1538,6.0
2292,-11.0
9300,-5.0
1363,6.0
7188,-17.0
6627,-6.0
5260,-26.0
6815,-15.0
9461,90.0
680,177.0
9315,-10.0
9298,31.0
3664,-22.0
1661,3.0
508,-33.0
166,4.0
5497,-12.0
8299,1.0
1006,-6.0
9739,-4.0
1914,-16.0
3494,-15.0
9633,-15.0
9750,-15.0
6444,-9.0
4990,-12.0
2536,-8.0
1104,86.0
3875,-11.0
7523,-21.0
1752,-20.0
5310,-27.0
7296,6.0
2916,-14.0
8974,15.0
5754,-15.0
152,-4.0
7690,-15.0
5679,-22.0
3907,-3.0
9135,-15.0
2552,-6.0
2773,-24.0
6098,-13.0
3551,50.0
3722,-17.0
9870,-18.0
520,-5.0
8033,49.0
4538,-12.0
6778,1.0
1822,-7.0
4086,-10.0
6148,-18.0
8742,-23.0
9472,53.0
7741,5.0
309,-4.0
7720,-19.0
8222,-5.0
8656,22.0
3599,-6.0
3622,-10.0
3811,13.0
3450,-31.0
4591,-4.0
205,-8.0
9840,-2.0
1135,3.0
9384,-26.0
2749,11.0
3613,-8.0
305,-18.0
1849,9.0
7669,-9.0
1988,-28.0
3240,-4.0
2798,-4.0
4515,182.0
5630,-15.0
9372,-12.0
3109,80.0
4939,-11.0
4059,-17.0
1987,2.0
7157,51.0
8874,-13.0
6613,-14.0
383,-18.0
5634,-17.0
4307,-16.0
3388,233.0
3156,87.0
9995,-11.0
2727,-1.0
6333,-5.0
9899,0.0
8751,-14.0
8302,-30.0
6037,-9.0
3832,10.0
8917,-28.0
4776,-26.0
4276,-10.0
253,-21.0
7895,5.0
9590,-26.0
7288,-18.0
278,-6.0
3252,42.0
2480,14.0
289,4.0
6086,-11.0
3075,2.0
8123,172.0
7598,-4.0
6403,-22.0
5089,-27.0
7283,3.0
9717,-2.0
8402,2.0
6121,-19.0
7754,-11.0
270,-20.0
6009,7.0
4570,-8.0
9116,-21.0
9803,13.0
2971,-9.0
6193,-22.0
8768,153.0
4207,15.0
3218,11.0
1391,-26.0
3975,-10.0
4316,-5.0
7959,-25.0
7344,3.0
7448,-14.0
83,-24.0
873,-19.0
9605,92.0
7635,-23.0
4557,0.0
4500,13.0
4647,-35.0
2038,16.0
9694,-11.0
6909,-36.0
2450,4.0
3954,-20.0
2329,14.0
9124,4.0
7044,0.0
5042,-10.0
9364,-13.0
4746,-12.0
9367,-18.0
9402,-13.0
6491,-11.0
6637,59.0
7225,36.0
2401,-3.0
5520,-16.0
1216,0.0
8695,-11.0
6020,-30.0
6865,-17.0
1064,32.0
3786,23.0
4410,-19.0
6859,115.0
6760,-16.0
5523,-11.0
5996,-18.0
8833,-8.0
5888,-7.0
2161,39.0
3008,-20.0
1105,-16.0
6654,-2.0
692,-5.0
9957,-4.0
4956,8.0
6597,-4.0
8480,-58.0
4369,-10.0
2765,-1.0
3929,-7.0
7134,6.0
8735,35.0
7530,0.0
7528,2.0
628,17.0
2451,-5.0
6239,-4.0
7012,1.0
3824,-20.0
8977,-9.0
2652,-9.0
9107,5.0
3743,-16.0
2176,-21.0
9906,-6.0
9263,3.0
3318,-13.0
6343,-42.0
2787,3.0
4105,-12.0
6355,-25.0
1676,-9.0
3947,13.0
4444,5.0
2936,-5.0
9005,2.0
7766,72.0
5722,-2.0
7441,-4.0
2503,10.0
8482,-8.0
2369,-18.0
4967,26.0
5883,-3.0
2217,-21.0
5847,0.0
2218,-16.0
3326,17.0
6733,27.0
3583,106.0
9824,-8.0
3619,-5.0
7707,7.0
6432,-8.0
3115,-23.0
85,-38.0
5973,23.0
2801,7.0
3671,44.0
3667,-16.0
9794,-23.0
5158,14.0
5725,-10.0
4590,-6.0
2019,0.0
7831,14.0
2525,-16.0
8286,68.0
9206,-8.0
3212,-1.0
519,0.0
5366,-11.0
6762,-33.0
2895,2.0
244,36.0
5930,81.0
4714,-10.0
9567,-24.0
3425,66.0
6931,74.0
6720,94.0
7410,-25.0
6177,0.0
7250,-9.0
5509,-21.0
2001,-21.0
885,10.0
869,-19.0
9688,-24.0
5720,9.0
356,13.0
9907,-9.0
5451,163.0
8193,-6.0
6438,-3.0
7704,-21.0
1275,1.0
1890,-10.0
8686,2.0
6568,14.0
9623,33.0
3563,-17.0
5787,28.0
4958,-11.0
1546,8.0
2380,3.0
3823,-30.0
3232,39.0
8399,-8.0
3306,113.0
492,4.0
3499,-13.0
6664,2.0
1116,-11.0
5637,2.0
8774,-31.0
6146,17.0
9867,1.0
8775,-25.0
6707,-24.0
9948,-26.0
7965,0.0
3645,-22.0
2500,-9.0
5677,52.0
5241,-7.0
6518,-15.0
2783,-19.0
6158,0.0
3809,-6.0
9428,-22.0
9524,-2.0
8599,0.0
1696,1.0
5685,92.0
8367,20.0
5939,62.0
2052,4.0
1776,-16.0
6560,0.0
3313,-12.0
4781,-2.0
8538,-5.0
6781,-5.0
1592,22.0
1723,-11.0
215,7.0
6326,-7.0
8256,-7.0
490,-13.0
9133,2.0
3483,11.0
5102,8.0
5187,-10.0
3431,-19.0
9198,48.0
7710,-10.0
5513,-6.0
25,28.0
3512,-25.0
2409,-5.0
3270,-10.0
5209,32.0
8711,204.0
1552,-11.0
9197,17.0
8621,-24.0
3871,-12.0
3402,-12.0
4529,-34.0
979,-2.0
2655,-38.0
1847,-1.0
7964,-26.0
8240,-7.0
7145,106.0
7299,4.0
5721,-17.0
515,-10.0
8745,-2.0
8297,2.0
1102,25.0
3276,-25.0
7217,-13.0
7389,6.0
9077,-8.0
8337,27.0
3996,49.0
194,-21.0
4711,1.0
643,3.0
9089,-28.0
3285,-14.0
3116,98.0
6476,-18.0
3575,-9.0
9023,21.0
4320,0.0
9992,-26.0
2207,20.0
4552,-7.0
7316,-32.0
3718,-16.0
972,-22.0
4579,-16.0
719,-10.0
9017,-4.0
6155,-22.0
9430,12.0
3896,28.0
2803,-6.0
2566,317.0
4025,151.0
6198,54.0
32,7.0
8307,2.0
8831,4.0
9818,-11.0
4063,90.0
8948,2.0
5540,47.0
1697,-6.0
2792,-13.0
2222,-20.0
5818,-12.0
9662,-55.0
3764,-6.0
3866,13.0
6421,8.0
9399,-18.0
8938,-8.0
6671,7.0
7978,4.0
3758,-10.0
9774,-26.0
3227,67.0
7802,-5.0
3923,2.0
3904,21.0
2277,11.0
6810,-11.0
1401,-1.0
739,-6.0
4266,-12.0
9861,2.0
7352,-10.0
7518,-23.0
3851,-2.0
8631,-27.0
2661,3.0
6504,-15.0
9799,118.0
674,81.0
7105,-20.0
6360,0.0
3841,-28.0
1815,-10.0
9489,-9.0
9838,26.0
9201,-16.0
4653,-19.0
8692,-29.0
2100,-16.0
7711,-17.0
1673,-16.0
2101,-22.0
4213,-4.0
6958,-9.0
1548,114.0
9550,-14.0
3323,-9.0
9583,-19.0
355,-30.0
5184,-22.0
1461,12.0
7624,-9.0
9385,-18.0
3220,2.0
939,11.0
5147,41.0
5923,13.0
7883,5.0
1751,-7.0
9468,-5.0
7597,-7.0
1772,9.0
1196,-7.0
1878,27.0
2668,-15.0
3171,-31.0
2016,24.0
2005,194.0
8272,0.0
3893,-16.0
9991,-15.0
3237,-18.0
4424,-18.0
4744,-32.0
2078,-11.0
5219,246.0
396,-22.0
2788,0.0
8877,2.0
8638,5.0
4072,-41.0
5574,-1.0
8369,-9.0
9507,-26.0
5355,-1.0
7233,20.0
9483,-21.0
6820,-21.0
1519,11.0
8196,10.0
1378,82.0
5672,9.0
1023,14.0
2587,-26.0
7042,1.0
5621,-13.0
7637,-6.0
5008,-20.0
2857,-21.0
8254,-16.0
5771,-8.0
5842,-13.0
8027,1.0
5832,8.0
1629,0.0
4888,-8.0
4526,10.0
3523,-12.0
5904,-2.0
7781,32.0
3607,-7.0
9418,-9.0
5220,-7.0
234,-5.0
7755,-6.0
3796,-5.0
4118,-11.0
6318,22.0
5001,6.0
3800,-5.0
7809,-23.0
3899,2.0
5024,37.0
1948,-22.0
6361,10.0
470,-15.0
9944,-11.0
3492,-11.0
6091,1.0
2671,-24.0
9800,-18.0
2224,-7.0
1106,-16.0
2188,145.0
818,7.0
5571,-8.0
4523,48.0
5793,-7.0
9381,-16.0
8780,30.0
7459,-13.0
2624,89.0
7094,128.0
9392,11.0
9916,-15.0
9119,73.0
888,-15.0
2437,3.0
6056,-18.0
7064,-2.0
817,4.0
8934,10.0
3414,-12.0
6352,95.0
2341,-4.0
9029,-21.0
3167,-20.0
1809,2.0
8035,16.0
1264,-12.0
5086,-5.0
9675,23.0
5835,-16.0
5194,0.0
4449,3.0
4945,13.0
4045,-6.0
6503,-11.0
3702,0.0
1035,-4.0
9256,-6.0
5590,13.0
1228,10.0
9999,3.0
6811,-14.0
5141,-11.0
52,-19.0
9067,-7.0
8395,-16.0
159,82.0
7552,94.0
1587,52.0
1589,11.0
9841,-13.0
9328,-16.0
6930,-17.0
6596,0.0
6174,1.0
8098,-9.0
3858,0.0
9814,-12.0
6691,13.0
2828,-25.0
436,-25.0
8274,16.0
8168,37.0
3878,10.0
1588,2.0
2780,-5.0
8981,-9.0
8561,9.0
5686,254.0
3965,22.0
4727,-27.0
973,-29.0
1238,14.0
2951,-14.0
2342,25.0
6520,-13.0
7310,23.0
6046,-27.0
2158,-21.0
9288,-12.0
6589,21.0
1497,2.0
4545,-11.0
6465,20.0
4257,58.0
2422,-13.0
8564,-8.0
5185,1.0
5647,-23.0
357,-14.0
5242,-26.0
8011,-13.0
9240,157.0
2092,0.0
5409,14.0
2015,117.0
9059,-10.0
4044,-28.0
187,-36.0
6858,-10.0
3655,74.0
3426,-6.0
7194,44.0
1381,-20.0
7468,-16.0
413,-14.0
5037,0.0
4897,-16.0
3336,-6.0
3606,-9.0
3175,-12.0
2241,22.0
9708,0.0
7796,110.0
256,-25.0
8620,-19.0
200,-2.0
2235,-25.0
4743,-10.0
1767,11.0
4236,80.0
6729,49.0
8450,-12.0
7277,-30.0
1572,-9.0
24,8.0
3363,-16.0
1088,-5.0
4674,-37.0
2694,2.0
7582,27.0
3398,-11.0
3559,9.0
9156,2.0
2841,-13.0
2311,-12.0
8333,64.0
3234,-9.0
4152,-33.0
1309,7.0
695,-17.0
9859,-18.0
3752,22.0
6337,9.0
1227,-23.0
1999,23.0
276,-10.0
8176,-8.0
7664,-28.0
5929,2.0
2953,-21.0
3637,-10.0
3906,-44.0
4778,-15.0
5845,-32.0
9698,-28.0
4117,-22.0
7030,11.0
1137,-7.0
2767,-29.0
2334,6.0
7706,-8.0
942,1.0
7662,-3.0
2490,-31.0
9679,-11.0
6290,-7.0
4935,-13.0
3935,-11.0
6956,131.0
2384,103.0
115,-31.0
1863,-11.0
9976,18.0
3119,24.0
4258,-14.0
6705,-1.0
902,12.0
2819,30.0
3822,103.0
8161,32.0
6890,2.0
9090,3.0
4699,-28.0
8918,-38.0
3802,-9.0
6068,43.0
5810,22.0
3536,-14.0
3825,167.0
8642,12.0
8608,-38.0
4810,30.0
1946,-1.0
8600,-15.0
7136,-3.0
5335,34.0
3488,38.0
1610,12.0
7461,1.0
8473,2.0
4677,-15.0
4959,20.0
5867,-16.0
8763,-8.0
4761,14.0
2194,-22.0
8003,50.0
5701,-7.0
5113,-14.0
557,12.0
8065,-15.0
5139,-5.0
1207,-17.0
7033,12.0
7309,81.0
1510,1.0
6769,-12.0
3829,-7.0
3732,41.0
7957,28.0
3211,-6.0
3630,-24.0
1708,-8.0
1845,-17.0
266,-16.0
5985,13.0
1140,-31.0
3162,-18.0
6207,43.0
2046,-14.0
3730,38.0
1909,12.0
7307,-18.0
2660,49.0
656,-15.0
6660,22.0
1307,-7.0
9429,-13.0
998,-16.0
7432,-12.0
2834,-36.0
9178,-4.0
5880,0.0
1237,-28.0
2151,-6.0
7919,6.0
9695,-23.0
7189,0.0
8303,-12.0
6578,-8.0
5091,-8.0
2186,-30.0
1134,-25.0
5004,-6.0
7974,-10.0
1303,-39.0
8468,159.0
1627,-17.0
9281,11.0
1522,-1.0
9810,-4.0
358,0.0
138,113.0
299,-12.0
1556,33.0
5099,2.0
382,8.0
8312,-14.0
6948,27.0
4857,-12.0
3180,0.0
1439,2.0
7269,160.0
5673,-14.0
946,-33.0
2390,-10.0
5498,53.0
7073,3.0
9230,-18.0
2721,75.0
1932,1.0
7423,-6.0
3236,-2.0
3140,-27.0
4163,3.0
8888,31.0
3807,-7.0
9479,-13.0
6983,-30.0
8904,-7.0
9722,3.0
4154,-5.0
4172,-14.0
796,-8.0
2416,-16.0
7170,19.0
6139,-7.0
785,-18.0
7067,-6.0
3158,-19.0
123,-22.0
9457,0.0
9246,-16.0
2172,31.0
2169,8.0
6880,-10.0
4009,5.0
9296,-13.0
4340,40.0
910,-2.0
6268,62.0
7771,-20.0
2309,-14.0
9658,-12.0
3634,64.0
1257,17.0
6591,-23.0
4458,-5.0
6133,8.0
1178,-9.0
4652,165.0
6218,6.0
3650,104.0
442,-14.0
3415,-12.0
1399,69.0
1457,-15.0
7524,-19.0
5744,4.0
1054,3.0
8998,6.0
3275,-6.0
1463,-23.0
3699,-1.0
3759,-7.0
929,-10.0
5511,-6.0
6468,0.0
8412,0.0
1829,39.0
2928,6.0
8295,-1.0
6538,-14.0
4221,-11.0
3546,-16.0
5598,-19.0
8937,-12.0
7318,-28.0
8350,-8.0
2011,-24.0
913,-21.0
8248,-3.0
7265,-16.0
3219,1.0
2606,-22.0
3264,-19.0
4928,-15.0
8661,20.0
6564,4.0
8129,-7.0
6,-1.0
2980,-14.0
6583,-22.0
3361,-8.0
4774,-8.0
1943,12.0
7452,-17.0
5499,-12.0
1635,-11.0
1141,-16.0
2041,-5.0
6703,4.0
7818,20.0
2070,0.0
3134,49.0
5160,-24.0
8331,-19.0
5275,-25.0
2242,-32.0
1474,-10.0
8590,-22.0
1889,5.0
3435,15.0
7593,-30.0
7745,23.0
3705,34.0
2021,74.0
4020,-16.0
8830,-15.0
8443,-4.0
3500,37.0
2658,-7.0
8456,0.0
6888,11.0
1130,-17.0
5557,-14.0
7358,-21.0
1819,-4.0
7538,62.0
9386,16.0
4318,0.0
9604,2.0
4144,-25.0
4669,-2.0
1236,-10.0
5476,19.0
9836,6.0
1856,19.0
2282,110.0
8693,18.0
9320,-16.0
4093,8.0
7061,-21.0
5200,-18.0
6401,-16.0
9929,-2.0
3421,-25.0
9269,-10.0
386,-17.0
8548,-11.0
1628,-1.0
3585,-7.0
7412,13.0
2714,-5.0
7171,80.0
8435,-13.0
9321,-5.0
5659,24.0
3189,-5.0
9968,-20.0
4305,-6.0
909,-21.0
5385,-24.0
1996,-16.0
1866,9.0
1842,-19.0
2497,9.0
201,4.0
7905,-19.0
7724,5.0
5054,-29.0
5889,-5.0
4006,-19.0
9901,38.0
2702,-9.0
3449,7.0
331,-5.0
7139,-14.0
8960,-12.0
9819,3.0
7176,-41.0
2459,-14.0
1774,53.0
6628,0.0
7596,2.0
7986,-11.0
2686,-1.0
9147,-23.0
989,-14.0
9046,-9.0
8348,-28.0
8875,-17.0
8550,0.0
5806,-7.0
8733,0.0
8697,-3.0
6574,71.0
3052,-21.0
8637,-10.0
5462,11.0
173,-3.0
4954,-12.0
4615,5.0
3321,-31.0
7065,95.0
6246,5.0
6745,-16.0
3372,2.0
6048,-18.0
3311,-25.0
7416,-37.0
7293,-19.0
7584,-17.0
9377,-2.0
8811,-6.0
8160,11.0
4679,-17.0
3403,6.0
18,63.0
3691,6.0
8654,-11.0
4096,11.0
3628,-17.0
8862,1.0
2174,-24.0
1356,-12.0
5002,-7.0
7391,-5.0
6922,-40.0
5823,435.0
9502,4.0
5670,1.0
3112,56.0
182,37.0
3642,-17.0
8857,-18.0
1812,-6.0
7875,-17.0
8497,-4.0
4912,-5.0
5668,-28.0
8542,-20.0
1800,7.0
9251,-11.0
2429,2.0
5482,-2.0
6761,0.0
9839,-8.0
9635,-3.0
1968,-4.0
8339,-13.0
8141,-8.0
7696,209.0
7541,-6.0
4987,23.0
9756,-11.0
4650,-1.0
1159,44.0
1213,-1.0
7336,-5.0
1325,5.0
7512,87.0
7580,-17.0
4796,1.0
6796,-11.0
5808,-6.0
5943,1.0
9283,-20.0
8144,179.0
1455,-22.0
5410,-6.0
7129,-22.0
8892,-13.0
4962,18.0
2800,33.0
1644,-3.0
2140,-8.0
4536,-7.0
4457,-24.0
8951,22.0
5586,-23.0
4378,3.0
729,-1.0
4357,9.0
7748,-4.0
6716,-15.0
1936,14.0
3793,58.0
3736,22.0
2261,-17.0
4005,-12.0
1110,78.0
9028,82.0
5480,-7.0
2998,-20.0
2394,-5.0
1185,14.0
2007,23.0
193,-5.0
5611,-3.0
2901,-16.0
578,42.0
6219,-5.0
5525,-16.0
771,59.0
7839,9.0
2395,-9.0
1478,-23.0
1846,165.0
9108,-17.0
4274,-16.0
3740,-17.0
4600,8.0
8087,-2.0
8710,-5.0
6676,-7.0
6375,14.0
8124,-5.0
9538,3.0
4915,27.0
2073,48.0
4754,-5.0
1896,35.0
8552,20.0
6702,12.0
6317,-5.0
3659,-6.0
6581,0.0
2379,167.0
1447,6.0
342,19.0
5127,3.0
3136,0.0
2527,-44.0
727,-3.0
4577,-3.0
976,-7.0
8391,-19.0
5443,180.0
9034,-22.0
3516,42.0
7975,-18.0
9787,-11.0
3940,282.0
1299,47.0
9764,-31.0
1348,20.0
660,-23.0
5886,-10.0
1492,0.0
9946,-6.0
4589,-25.0
8530,-32.0
5154,-7.0
2315,-14.0
9614,3.0
9577,8.0
7024,38.0
1085,-3.0
2524,-32.0
8968,-22.0
5374,12.0
3198,-7.0
5751,-20.0
4008,15.0
5717,21.0
6657,-18.0
9357,-15.0
8790,59.0
67,-11.0
7923,-13.0
40,3.0
2269,10.0
2381,168.0
7341,-1.0
9961,-28.0
4916,-9.0
5322,-10.0
5773,-4.0
6232,-21.0
6963,-6.0
3447,-32.0
6816,20.0
2367,51.0
7981,-13.0
8166,-8.0
2512,-13.0
9619,-19.0
2723,-1.0
5948,1.0
9185,2.0
9004,189.0
1143,5.0
9736,-23.0
7222,-8.0
8292,7.0
9220,0.0
4728,-13.0
5494,115.0
5755,7.0
7562,37.0
3789,-6.0
2220,10.0
5075,-4.0
2331,-15.0
5394,15.0
7439,-10.0
8067,32.0
7090,-30.0
9336,-8.0
4088,-16.0
1967,-3.0
9363,3.0
9796,17.0
6757,253.0
9586,9.0
4365,-10.0
6999,-3.0
423,-13.0
280,11.0
1904,6.0
595,33.0
8579,-12.0
3917,-4.0
6142,-16.0
5661,87.0
5778,8.0
3618,-3.0
6845,-21.0
839,45.0
4596,-12.0
7496,14.0
141,-20.0
2597,-12.0
6701,38.0
7756,-17.0
1377,-9.0
3674,-1.0
8770,-11.0
9895,-8.0
6362,-35.0
4741,-20.0
3808,67.0
1138,-15.0
2257,-17.0
7865,-6.0
1787,9.0
3938,-9.0
9316,15.0
4646,-14.0
459,-9.0
6115,10.0
9542,45.0
948,1.0
3700,-11.0
1336,2.0
6370,2.0
4628,9.0
6286,-8.0
5925,30.0
5934,-5.0
6040,24.0
441,-10.0
6659,27.0
1602,22.0
2238,300.0
639,-18.0
9820,-8.0
3830,5.0
9395,68.0
6144,5.0
7985,-26.0
9052,-10.0
6344,-15.0
2501,2.0
1958,-20.0
1070,33.0
155,-7.0
2295,-12.0
9801,144.0
4578,-10.0
1089,-5.0
6049,40.0
6415,9.0
2940,12.0
723,-20.0
4384,-17.0
930,-5.0
2909,-20.0
7845,-4.0
6763,-13.0
8388,2.0
6416,-2.0
895,-30.0
3247,-10.0
2326,-5.0
7096,8.0
9505,-6.0
7581,-28.0
9742,-11.0
5038,29.0
6450,-22.0
4136,-11.0
9248,-25.0
1715,11.0
1698,-18.0
9690,-21.0
9549,-19.0
9971,-13.0
8224,-13.0
3831,-20.0
6299,16.0
3348,2.0
9518,63.0
985,20.0
1821,-15.0
4571,-7.0
587,14.0
9757,-20.0
5077,1.0
7782,-18.0
8323,1.0
9522,-12.0
9967,-17.0
5483,-21.0
7746,1.0
9280,-4.0
5514,144.0
9527,424.0
8871,-18.0
5553,2.0
3557,-9.0
1395,-14.0
264,26.0
3547,-8.0
6844,7.0
7628,25.0
6788,-5.0
3069,-8.0
5025,-13.0
8396,-3.0
3864,13.0
9072,-8.0
2400,27.0
6274,-10.0
8484,16.0
3711,-15.0
246,22.0
1594,16.0
9682,22.0
1529,-28.0
8223,-18.0
923,-12.0
7553,-22.0
4364,4.0
669,39.0
3604,30.0
5108,-7.0
1910,64.0
8344,1.0
5248,-14.0
7183,-12.0
3958,7.0
6957,13.0
6026,-24.0
5643,-16.0
2696,25.0
2591,-35.0
5906,-20.0
1781,-2.0
6509,-19.0
3013,8.0
7133,0.0
2307,1.0
7276,-20.0
3690,47.0
687,-8.0
6011,-17.0
7071,-9.0
612,-8.0
7167,9.0
9205,-22.0
3200,12.0
2267,10.0
9781,33.0
6629,77.0
4135,-8.0
1898,-10.0
9530,-12.0
8153,-10.0
258,-16.0
2924,-3.0
9424,-6.0
4943,5.0
2822,11.0
6529,2.0
3339,-9.0
3525,-21.0
4563,-15.0
9656,-13.0
7908,-16.0
5329,0.0
5223,-23.0
2285,1.0
6063,62.0
4654,-15.0
5000,-4.0
6710,-29.0
9324,-2.0
484,71.0
2211,-29.0
5416,-1.0
7563,7.0
2555,4.0
7,29.0
3657,-7.0
6411,-9.0
9164,17.0
4874,-27.0
4402,-4.0
8916,128.0
5546,-22.0
5297,-19.0
2426,-24.0
6744,18.0
1814,104.0
6822,-14.0
9625,-10.0
2274,0.0
1011,37.0
1577,-3.0
7264,16.0
1067,-7.0
1991,-10.0
3970,3.0
9073,18.0
5879,-16.0
8430,49.0
4542,14.0
9326,3.0
7193,-3.0
3867,-5.0
9415,5.0
6823,0.0
3048,-30.0
781,-13.0
6747,15.0
2675,0.0
1749,-2.0
6222,-7.0
7946,35.0
2791,-40.0
6519,-17.0
5774,-7.0
6357,-30.0
4979,-10.0
7588,-1.0
1091,-13.0
6526,-12.0
9607,-14.0
4627,-18.0
2324,7.0
6534,-8.0
8971,25.0
5055,-27.0
2608,-9.0
9020,133.0
2290,-10.0
1727,-16.0
610,-7.0
4666,11.0
8051,4.0
5413,2.0
343,31.0
4683,85.0
8784,-2.0
3750,-20.0
8453,-5.0
9307,7.0
5999,-9.0
3215,-1.0
97,62.0
7387,-11.0
7665,-11.0
5176,95.0
7279,-21.0
6165,99.0
1537,-5.0
3588,32.0
9442,-24.0
6985,-5.0
3648,-21.0
2657,110.0
9826,-9.0
1517,-15.0
5061,3.0
9349,-24.0
4624,-8.0
4272,-23.0
3669,14.0
6566,-17.0
5800,0.0
2090,-4.0
7097,46.0
6171,1.0
572,34.0
9558,-8.0
4688,-2.0
9074,-32.0
3062,-20.0
9293,-11.0
6470,-34.0
7160,-15.0
6633,-26.0
8491,15.0
7925,36.0
7345,-10.0
6304,-7.0
7900,-24.0
9439,24.0
8185,29.0
4479,-5.0
4948,-12.0
5976,-8.0
370,-18.0
1938,45.0
2352,0.0
7127,-15.0
1753,-11.0
3670,-24.0
7298,3.0
3652,-12.0
5201,-25.0
7909,-3.0
2361,0.0
4260,-6.0
5432,33.0
6285,-18.0
4991,-9.0
7600,183.0
9462,8.0
3737,39.0
7520,7.0
8559,5.0
8926,-8.0
9990,-20.0
5591,20.0
1171,0.0
7370,-17.0
7937,9.0
8086,-15.0
1422,-14.0
6782,-6.0
9443,200.0
8139,0.0
9350,36.0
8018,11.0
6339,5.0
9647,-32.0
874,74.0
2297,-14.0
2643,-14.0
7531,0.0
1719,-18.0
5347,-20.0
5932,-11.0
840,11.0
9937,-3.0
581,-4.0
204,-25.0
1641,160.0
2014,17.0
3253,-32.0
7540,2.0
905,29.0
631,-3.0
8420,-18.0
7823,-5.0
1974,36.0
162,11.0
4998,-2.0
1243,-1.0
9450,-27.0
7764,9.0
4713,-11.0
875,0.0
1431,184.0
8738,-7.0
6868,-5.0
4643,3.0
5080,-16.0
5783,-39.0
9138,173.0
7616,-31.0
8039,-16.0
7955,-9.0
9437,32.0
2856,-7.0
1861,-14.0
2659,0.0
3384,3.0
9564,21.0
9776,2.0
8090,-16.0
8347,-21.0
7462,-22.0
6886,0.0
4733,-6.0
3331,-1.0
9006,-18.0
8635,-6.0
6404,-9.0
8346,56.0
9464,-2.0
7060,0.0
2096,-11.0
2003,20.0
8804,-8.0
9732,162.0
4676,-6.0
5017,-10.0
7469,-14.0
546,121.0
1449,-11.0
3986,22.0
6900,3.0
2610,-4.0
1900,9.0
3920,-19.0
2757,0.0
6124,2.0
6397,-18.0
1885,-14.0
9823,67.0
5738,-21.0
8667,83.0
5890,-6.0
2097,-8.0
9289,-10.0
5692,20.0
499,7.0
5624,-12.0
836,156.0
3471,8.0
4697,23.0
6280,-7.0
8883,8.0
2171,-26.0
9231,2.0
5678,1.0
9184,98.0
398,20.0
2010,-4.0
5166,-27.0
5871,0.0
9792,-9.0
1283,-30.0
8390,-11.0
2448,72.0
4256,-5.0
1836,-5.0
9596,-6.0
1019,-8.0
5066,68.0
1326,5.0
8752,14.0
475,-11.0
2810,-20.0
8632,-4.0
1651,-11.0
9611,-14.0
1169,1.0
2528,29.0
1206,-2.0
6256,-16.0
7926,17.0
5469,-13.0
9383,-3.0
431,-7.0
7700,-3.0
867,-18.0
2974,-14.0
5236,-6.0
5093,-14.0
5433,6.0
541,-9.0
5195,0.0
1132,172.0
