crs_dep_time,dep_time,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,dep_time_of_day,arr_time_of_day,mean_arr_delay_orig_airport,mean_arr_delay_dest_airport,mean_arr_delay_carrier,year,month,day,orig_weather_categ_empty,orig_weather_categ_no weather data,orig_weather_categ_rain,orig_weather_categ_snow,orig_weather_categ_snow & rain,orig_weather_categ_sunny,dest_weather_categ_empty,dest_weather_categ_no weather data,dest_weather_categ_rain,dest_weather_categ_snow,dest_weather_categ_snow & rain,dest_weather_categ_sunny
1037,1215.0,22.0,1237.0,1406.0,8.0,1244,1414.0,0.0,0.0,127.0,119.0,89.0,1.0,510.0,0,1,8.142857142857142,6.559837728194726,5.238848337388483,2018,8,6,0,0,0,0,0,1,0,0,1,0,0,0
1340,1335.0,12.0,1347.0,1608.0,10.0,1629,1618.0,0.0,0.0,109.0,103.0,81.0,1.0,590.0,1,1,-0.7767857142857143,-2.1129943502824857,3.8926503340757237,2019,10,11,0,0,0,0,0,1,0,0,0,0,0,1
1140,1206.0,24.0,1230.0,1301.0,6.0,1237,1307.0,0.0,0.0,117.0,121.0,91.0,1.0,562.0,0,1,3.347826086956522,5.515463917525773,5.238848337388483,2018,5,29,0,0,0,0,0,0,0,0,1,0,0,0
608,607.0,14.0,621.0,738.0,12.0,757,750.0,0.0,0.0,109.0,103.0,77.0,1.0,561.0,0,0,-10.5,6.182608695652174,5.238848337388483,2018,9,1,0,0,1,0,0,0,0,0,0,0,0,1
1355,1625.0,17.0,1642.0,1810.0,8.0,1559,1818.0,0.0,0.0,304.0,293.0,268.0,1.0,1972.0,1,1,6.782608695652174,9.380952380952381,5.238848337388483,2018,5,17,0,0,1,0,0,0,0,0,0,0,0,1
1530,1528.0,13.0,1541.0,1645.0,3.0,1705,1648.0,0.0,0.0,95.0,80.0,64.0,1.0,481.0,1,3,2.3300395256916997,15.789473684210526,3.8926503340757237,2018,1,31,0,0,0,0,0,1,0,0,0,0,0,1
800,752.0,18.0,810.0,946.0,7.0,1006,953.0,0.0,0.0,126.0,121.0,96.0,1.0,666.0,0,0,13.978378378378379,-0.040169133192389,5.238848337388483,2018,10,11,0,0,1,0,0,0,0,0,1,0,0,0
950,955.0,27.0,1022.0,1449.0,4.0,1457,1453.0,0.0,0.0,187.0,178.0,147.0,1.0,1211.0,0,1,-0.7767857142857143,2.526315789473684,8.433741351782864,2018,1,12,0,0,0,0,0,1,0,0,0,0,0,1
835,827.0,16.0,843.0,953.0,11.0,1025,1004.0,0.0,0.0,110.0,97.0,70.0,1.0,451.0,0,0,22.5,-5.075,8.433741351782864,2019,8,25,0,0,0,0,0,0,0,0,0,0,0,0
1835,1842.0,32.0,1914.0,2050.0,5.0,2101,2055.0,0.0,0.0,146.0,133.0,96.0,1.0,509.0,2,2,4.462068965517242,2.8728813559322033,3.8926503340757237,2018,11,10,0,0,0,0,0,1,0,0,0,0,0,0
1430,1440.0,10.0,1450.0,1539.0,6.0,1545,1545.0,0.0,0.0,75.0,65.0,49.0,1.0,258.0,1,1,2.5317460317460316,2.7822222222222224,4.019512195121951,2019,3,9,0,0,0,0,0,0,0,0,0,0,0,1
1902,1853.0,18.0,1911.0,1950.0,4.0,2015,1954.0,0.0,0.0,73.0,61.0,39.0,1.0,230.0,2,3,11.076335877862595,-12.5,8.433741351782864,2018,12,18,0,0,0,0,0,1,0,0,0,0,0,1
1202,1155.0,13.0,1208.0,1322.0,10.0,1351,1332.0,0.0,0.0,109.0,97.0,74.0,1.0,468.0,1,1,20.952662721893493,0.8680555555555556,5.238848337388483,2019,3,24,0,0,0,0,0,1,0,0,0,0,0,1
1310,1308.0,31.0,1339.0,1429.0,5.0,1432,1434.0,0.0,0.0,82.0,86.0,50.0,1.0,342.0,1,1,8.890721649484536,3.0,8.433741351782864,2018,12,3,0,0,0,1,0,0,0,0,0,0,0,0
630,627.0,12.0,639.0,741.0,14.0,806,755.0,0.0,0.0,156.0,148.0,122.0,1.0,733.0,0,0,9.065217391304348,6.559837728194726,5.238848337388483,2019,6,12,0,0,0,0,0,1,0,0,1,0,0,0
1335,1334.0,18.0,1352.0,1436.0,6.0,1440,1442.0,0.0,0.0,65.0,68.0,44.0,1.0,251.0,1,1,6.291666666666667,8.91588785046729,4.019512195121951,2019,1,12,0,0,0,0,1,0,0,0,0,1,0,0
1359,1354.0,22.0,1416.0,1805.0,9.0,1803,1814.0,0.0,0.0,184.0,200.0,169.0,1.0,1250.0,1,3,-3.095890410958904,6.559837728194726,3.8926503340757237,2018,3,7,0,0,0,0,0,1,0,0,0,0,0,0
1353,1348.0,35.0,1423.0,1450.0,7.0,1449,1457.0,0.0,0.0,56.0,69.0,27.0,1.0,113.0,1,1,-7.333333333333333,2.8728813559322033,3.8926503340757237,2019,5,20,0,0,0,0,0,0,0,0,0,0,0,0
1925,1932.0,45.0,2017.0,2239.0,11.0,2310,2250.0,0.0,0.0,405.0,378.0,322.0,1.0,2475.0,2,2,4.462068965517242,12.79734219269103,3.8926503340757237,2018,11,18,0,0,0,0,0,0,0,0,0,0,0,0
605,602.0,8.0,610.0,922.0,3.0,935,925.0,0.0,0.0,150.0,143.0,132.0,1.0,997.0,0,0,6.035398230088496,0.3263157894736842,4.019512195121951,2018,8,10,0,0,0,0,0,1,0,0,1,0,0,0
1025,1024.0,25.0,1049.0,1412.0,17.0,1428,1429.0,0.0,0.0,183.0,185.0,143.0,1.0,1167.0,0,1,7.486486486486487,11.608910891089108,8.433741351782864,2018,4,25,0,0,0,0,0,1,0,0,1,0,0,0
846,844.0,14.0,858.0,1117.0,14.0,1146,1131.0,0.0,0.0,360.0,347.0,319.0,1.0,2446.0,0,0,20.952662721893493,5.244131455399061,8.433741351782864,2018,6,5,0,0,1,0,0,0,0,0,0,0,0,1
835,824.0,26.0,850.0,1012.0,7.0,1029,1019.0,0.0,0.0,114.0,115.0,82.0,1.0,419.0,0,0,9.065217391304348,6.327868852459017,8.433741351782864,2018,2,13,0,0,0,0,0,1,0,0,0,0,0,0
803,1249.0,14.0,1303.0,1401.0,4.0,919,1405.0,0.0,0.0,76.0,76.0,58.0,1.0,248.0,0,0,13.91304347826087,7.389830508474576,5.238848337388483,2018,7,5,0,0,1,0,0,0,0,0,1,0,0,0
1945,1935.0,9.0,1944.0,1928.0,7.0,1950,1935.0,0.0,0.0,125.0,120.0,104.0,1.0,775.0,2,3,0.3333333333333333,2.7822222222222224,4.019512195121951,2019,8,19,0,0,0,0,0,1,0,0,0,0,0,1
1633,1632.0,15.0,1647.0,1808.0,11.0,1838,1819.0,0.0,0.0,185.0,167.0,141.0,1.0,1005.0,1,3,20.952662721893493,6.559837728194726,5.238848337388483,2019,9,21,0,0,0,0,0,1,0,0,1,0,0,0
1009,1002.0,14.0,1016.0,1229.0,4.0,1240,1233.0,0.0,0.0,151.0,151.0,133.0,1.0,901.0,0,1,8.886138613861386,11.666666666666666,12.448753462603879,2018,5,18,0,0,0,0,0,0,0,0,1,0,0,0
1734,0.0,0.0,0.0,0.0,0.0,1844,0.0,1.0,0.0,70.0,0.0,0.0,1.0,104.0,2,3,13.978378378378379,8.166666666666666,5.238848337388483,2018,7,27,0,0,1,0,0,0,0,0,1,0,0,0
1248,1243.0,33.0,1316.0,1505.0,2.0,1510,1507.0,0.0,0.0,262.0,264.0,229.0,1.0,1739.0,1,1,8.890721649484536,-0.1623931623931624,8.433741351782864,2019,6,15,0,0,1,0,0,0,0,0,0,0,0,1
600,717.0,29.0,746.0,909.0,9.0,749,918.0,0.0,0.0,109.0,121.0,83.0,1.0,501.0,0,0,8.076190476190476,2.8728813559322033,16.61875,2018,10,23,0,0,0,0,0,1,0,0,0,0,0,1
2135,2158.0,7.0,2205.0,2251.0,2.0,2240,2253.0,0.0,0.0,65.0,55.0,46.0,1.0,304.0,3,2,3.445026178010471,3.3306451612903225,4.019512195121951,2019,6,18,0,0,0,0,0,1,0,0,0,0,0,1
1024,1017.0,20.0,1037.0,1124.0,2.0,1141,1126.0,0.0,0.0,77.0,69.0,47.0,1.0,304.0,0,0,7.691891891891892,15.4,5.238848337388483,2018,9,30,0,0,0,0,0,0,0,0,0,0,0,0
735,1119.0,22.0,1141.0,1304.0,5.0,931,1309.0,0.0,0.0,116.0,110.0,83.0,1.0,541.0,0,0,4.462068965517242,0.8680555555555556,12.448753462603879,2018,4,28,0,0,0,0,0,0,0,0,0,0,0,1
2030,2026.0,17.0,2043.0,2052.0,6.0,2111,2058.0,0.0,0.0,101.0,92.0,69.0,1.0,430.0,2,2,11.520361990950226,-4.615384615384615,3.8926503340757237,2019,4,7,0,0,0,0,0,0,0,0,1,0,0,0
2258,2305.0,16.0,2321.0,521.0,5.0,534,526.0,0.0,0.0,276.0,261.0,240.0,1.0,2105.0,3,0,-3.095890410958904,5.153846153846154,12.448753462603879,2018,6,3,0,0,0,0,0,1,0,0,0,0,0,0
1700,1703.0,12.0,1715.0,1807.0,6.0,1830,1813.0,0.0,0.0,90.0,70.0,52.0,1.0,337.0,2,3,-0.7767857142857143,5.244131455399061,8.433741351782864,2019,8,13,0,0,0,0,0,1,0,0,0,0,0,1
1759,1945.0,13.0,1958.0,2048.0,8.0,1921,2056.0,0.0,0.0,82.0,71.0,50.0,1.0,313.0,2,3,30.0,8.167138810198301,8.433741351782864,2018,3,5,0,0,0,0,0,0,0,0,0,0,0,1
500,500.0,8.0,508.0,800.0,5.0,815,805.0,0.0,0.0,135.0,125.0,112.0,1.0,862.0,0,0,-0.7767857142857143,8.167138810198301,4.019512195121951,2018,7,21,0,0,0,0,0,1,0,0,0,0,0,1
1850,1843.0,40.0,1923.0,2012.0,2.0,2033,2014.0,0.0,0.0,103.0,91.0,49.0,1.0,301.0,2,3,4.462068965517242,2.7941176470588234,12.448753462603879,2018,6,2,0,0,1,0,0,0,0,0,0,0,0,0
1900,1913.0,20.0,1933.0,2134.0,19.0,2115,2153.0,0.0,0.0,255.0,280.0,241.0,1.0,1728.0,2,2,6.035398230088496,3.3306451612903225,4.019512195121951,2018,10,12,0,0,0,0,0,0,0,0,1,0,0,0
1249,1240.0,12.0,1252.0,1330.0,8.0,1350,1338.0,0.0,0.0,61.0,58.0,38.0,1.0,196.0,1,1,36.5,5.509433962264151,3.8926503340757237,2019,3,30,0,0,0,0,0,1,0,0,0,0,0,1
1718,1806.0,31.0,1837.0,1934.0,6.0,1843,1940.0,0.0,0.0,85.0,94.0,57.0,1.0,252.0,2,3,24.142857142857142,5.509433962264151,3.8926503340757237,2018,1,25,0,0,0,0,0,0,0,0,0,0,0,1
1300,1405.0,14.0,1419.0,1540.0,5.0,1512,1545.0,0.0,0.0,132.0,100.0,81.0,1.0,544.0,1,1,9.065217391304348,0.8680555555555556,5.238848337388483,2019,6,15,0,0,0,0,0,1,0,0,0,0,0,1
700,703.0,9.0,712.0,841.0,5.0,845,846.0,0.0,0.0,165.0,163.0,149.0,1.0,1014.0,0,0,2.5849056603773586,8.167138810198301,4.019512195121951,2019,5,30,0,0,1,0,0,0,0,0,0,0,0,1
630,629.0,71.0,740.0,932.0,7.0,847,939.0,0.0,0.0,137.0,190.0,112.0,1.0,544.0,0,0,9.065217391304348,0.8680555555555556,3.8926503340757237,2019,12,11,0,0,0,0,1,0,0,0,1,0,0,0
1754,1749.0,14.0,1803.0,1754.0,20.0,1818,1814.0,0.0,0.0,84.0,85.0,51.0,1.0,228.0,2,3,11.520361990950226,8.91588785046729,3.8926503340757237,2019,11,7,0,0,0,0,0,0,0,0,0,0,0,1
1054,1052.0,30.0,1122.0,1115.0,5.0,1117,1120.0,0.0,0.0,83.0,88.0,53.0,1.0,302.0,0,0,2.3300395256916997,22.77777777777778,3.8926503340757237,2018,3,8,0,0,0,0,0,1,0,0,0,0,0,1
654,648.0,13.0,701.0,823.0,6.0,849,829.0,0.0,0.0,115.0,101.0,82.0,1.0,508.0,0,0,-7.0,-0.040169133192389,3.8926503340757237,2019,7,4,0,0,0,0,0,1,0,0,0,0,0,1
1217,1212.0,9.0,1221.0,1320.0,2.0,1335,1322.0,0.0,0.0,78.0,70.0,59.0,1.0,373.0,1,1,-3.7142857142857144,-8.0,0.2513274336283186,2018,5,22,0,0,0,0,0,1,1,0,0,0,0,0
1225,1217.0,9.0,1226.0,1604.0,5.0,1659,1609.0,0.0,0.0,214.0,172.0,158.0,1.0,1390.0,1,1,3.4,6.182608695652174,5.238848337388483,2019,8,28,0,0,0,0,0,1,0,0,1,0,0,0
1700,1655.0,14.0,1709.0,2150.0,9.0,2208,2159.0,0.0,0.0,188.0,184.0,161.0,1.0,1242.0,2,2,-0.7767857142857143,3.1204819277108435,3.8926503340757237,2018,7,20,0,0,0,0,0,1,0,0,0,0,0,1
1700,1837.0,13.0,1850.0,2038.0,14.0,1910,2052.0,0.0,0.0,310.0,315.0,288.0,1.0,2218.0,2,3,20.952662721893493,12.79734219269103,5.238848337388483,2019,9,19,0,0,0,0,0,1,0,0,0,0,0,1
1415,1408.0,9.0,1417.0,1624.0,4.0,1659,1628.0,0.0,0.0,164.0,140.0,127.0,1.0,993.0,1,1,4.410256410256411,9.715909090909092,5.238848337388483,2018,1,23,0,0,1,0,0,0,0,0,1,0,0,0
1007,1151.0,14.0,1205.0,1245.0,16.0,1119,1301.0,0.0,0.0,72.0,70.0,40.0,1.0,173.0,0,0,24.142857142857142,6.559837728194726,5.238848337388483,2018,5,14,0,0,0,0,0,1,0,0,1,0,0,0
1440,1445.0,19.0,1504.0,1607.0,5.0,1600,1612.0,0.0,0.0,140.0,147.0,123.0,1.0,773.0,1,1,7.691891891891892,-0.8571428571428571,5.238848337388483,2018,2,18,0,0,1,0,0,0,0,0,0,0,0,1
1325,1320.0,10.0,1330.0,1549.0,7.0,1604,1556.0,0.0,0.0,99.0,96.0,79.0,1.0,562.0,1,1,2.5849056603773586,7.389830508474576,5.238848337388483,2018,3,31,0,0,0,0,0,1,0,0,0,0,0,1
1510,1524.0,23.0,1547.0,1840.0,5.0,1839,1845.0,0.0,0.0,209.0,201.0,173.0,1.0,1185.0,1,3,8.886138613861386,0.3263157894736842,3.8926503340757237,2018,1,8,0,0,0,0,0,0,0,0,0,0,0,1
935,942.0,17.0,959.0,1126.0,5.0,1129,1131.0,0.0,0.0,114.0,109.0,87.0,1.0,564.0,0,0,6.291970802919708,10.0,5.238848337388483,2018,3,8,0,0,0,0,0,1,0,0,0,0,0,0
840,831.0,10.0,841.0,956.0,12.0,1021,1008.0,0.0,0.0,161.0,157.0,135.0,1.0,1062.0,0,0,7.486486486486487,8.167138810198301,8.433741351782864,2018,6,29,0,0,1,0,0,0,0,0,0,0,0,1
1336,1340.0,59.0,1439.0,1522.0,2.0,1447,1524.0,0.0,0.0,71.0,104.0,43.0,1.0,258.0,1,1,8.890721649484536,8.241379310344827,5.238848337388483,2018,1,24,0,0,0,0,0,0,0,0,0,0,0,1
1749,1804.0,13.0,1817.0,2003.0,10.0,2005,2013.0,0.0,0.0,136.0,129.0,106.0,1.0,692.0,2,3,0.46153846153846156,-0.040169133192389,3.8926503340757237,2018,3,7,0,0,0,0,1,0,0,0,0,0,0,1
1700,1657.0,31.0,1728.0,2002.0,17.0,2027,2019.0,0.0,0.0,387.0,382.0,334.0,1.0,2475.0,2,3,4.462068965517242,12.79734219269103,5.238848337388483,2018,4,9,0,0,0,0,0,0,0,0,0,0,0,1
945,950.0,19.0,1009.0,1443.0,3.0,1456,1446.0,0.0,0.0,191.0,176.0,154.0,1.0,1476.0,0,1,11.076335877862595,7.389830508474576,8.433741351782864,2019,2,9,0,0,0,0,0,1,0,0,0,0,0,1
1315,1312.0,27.0,1339.0,1606.0,8.0,1624,1614.0,0.0,0.0,189.0,182.0,147.0,1.0,1089.0,1,1,4.462068965517242,-0.5247524752475248,5.238848337388483,2018,9,22,0,0,1,0,0,0,0,0,0,0,0,1
952,949.0,15.0,1004.0,1058.0,32.0,1108,1130.0,0.0,0.0,76.0,101.0,54.0,1.0,349.0,0,0,3.342857142857143,8.167138810198301,8.433741351782864,2018,6,13,0,0,0,0,0,1,0,0,0,0,0,1
1317,1318.0,15.0,1333.0,1525.0,3.0,1550,1528.0,0.0,0.0,153.0,130.0,112.0,1.0,851.0,1,1,-0.7767857142857143,-5.4,8.433741351782864,2019,8,10,0,0,0,0,0,1,0,0,0,0,0,1
1750,1745.0,9.0,1754.0,1835.0,4.0,1903,1839.0,0.0,0.0,73.0,54.0,41.0,1.0,223.0,2,3,4.371794871794871,-11.125,3.8926503340757237,2019,5,10,0,0,0,0,0,1,0,0,0,0,0,1
1810,1812.0,10.0,1822.0,1925.0,7.0,1945,1932.0,0.0,0.0,155.0,140.0,123.0,1.0,895.0,2,3,6.035398230088496,8.167138810198301,4.019512195121951,2019,4,21,0,0,0,0,0,1,0,0,1,0,0,0
1900,1857.0,13.0,1910.0,2016.0,7.0,2038,2023.0,0.0,0.0,158.0,146.0,126.0,1.0,964.0,2,3,11.076335877862595,2.3125,8.433741351782864,2018,7,6,0,0,0,0,0,1,0,0,0,0,0,1
550,543.0,16.0,559.0,649.0,9.0,715,658.0,0.0,0.0,85.0,75.0,50.0,1.0,257.0,0,0,1.2,9.715909090909092,5.238848337388483,2019,3,29,0,0,0,0,0,0,0,0,0,0,0,0
754,751.0,16.0,807.0,855.0,6.0,908,901.0,0.0,0.0,74.0,70.0,48.0,1.0,268.0,0,0,13.978378378378379,4.426229508196721,5.238848337388483,2019,11,21,0,0,0,0,0,1,0,0,0,0,0,0
2045,2122.0,29.0,2151.0,12.0,11.0,2322,23.0,0.0,0.0,157.0,181.0,141.0,1.0,972.0,2,2,20.952662721893493,10.0,12.448753462603879,2018,10,15,0,0,0,0,0,1,0,0,1,0,0,0
2000,2009.0,17.0,2026.0,2334.0,7.0,2334,2341.0,0.0,0.0,154.0,152.0,128.0,1.0,1024.0,2,2,3.3803418803418803,8.167138810198301,0.2513274336283186,2019,12,24,0,0,0,0,0,0,0,0,0,0,0,0
2139,2134.0,15.0,2149.0,2223.0,8.0,2310,2231.0,0.0,0.0,91.0,57.0,34.0,1.0,187.0,3,2,4.462068965517242,5.153846153846154,3.8926503340757237,2019,3,9,0,0,0,0,0,1,0,0,0,0,0,1
1156,1153.0,15.0,1208.0,1317.0,4.0,1337,1321.0,0.0,0.0,101.0,88.0,69.0,1.0,429.0,0,1,5.0594059405940595,5.166666666666667,8.433741351782864,2018,5,10,0,0,0,0,0,1,0,0,0,0,0,1
900,905.0,22.0,927.0,1010.0,10.0,1030,1020.0,0.0,0.0,90.0,75.0,43.0,1.0,214.0,0,0,3.347826086956522,5.853982300884955,5.238848337388483,2019,2,8,0,0,0,0,0,0,0,0,1,0,0,0
1230,1218.0,10.0,1228.0,1455.0,12.0,1533,1507.0,0.0,0.0,183.0,169.0,147.0,1.0,1023.0,1,1,6.580645161290323,11.608910891089108,8.433741351782864,2019,4,23,0,0,0,0,0,1,0,0,0,0,0,1
716,706.0,15.0,721.0,822.0,6.0,849,828.0,0.0,0.0,93.0,82.0,61.0,1.0,409.0,0,0,8.890721649484536,5.515463917525773,5.238848337388483,2019,9,7,0,0,0,0,0,0,0,0,0,0,0,1
1615,1611.0,9.0,1620.0,1757.0,5.0,1810,1802.0,0.0,0.0,55.0,51.0,37.0,1.0,162.0,1,3,6.035398230088496,6.257575757575758,4.019512195121951,2019,12,1,0,0,1,0,0,0,0,0,1,0,0,0
1750,1804.0,52.0,1856.0,2041.0,4.0,2015,2045.0,0.0,0.0,85.0,101.0,45.0,1.0,264.0,2,3,8.890721649484536,24.59016393442623,8.433741351782864,2019,7,23,0,0,0,0,0,1,0,0,0,0,0,1
1849,1848.0,19.0,1907.0,2008.0,4.0,2018,2012.0,0.0,0.0,149.0,144.0,121.0,1.0,813.0,2,3,2.3300395256916997,3.1204819277108435,3.8926503340757237,2018,11,21,0,0,0,0,0,1,0,0,1,0,0,0
1139,1134.0,19.0,1153.0,1225.0,7.0,1245,1232.0,0.0,0.0,126.0,118.0,92.0,1.0,562.0,0,1,3.347826086956522,5.515463917525773,5.238848337388483,2019,11,20,0,0,0,0,0,0,0,0,0,0,0,1
1106,1144.0,9.0,1153.0,1300.0,7.0,1243,1307.0,0.0,0.0,97.0,83.0,67.0,1.0,469.0,0,1,1.6666666666666667,6.182608695652174,5.238848337388483,2018,10,14,0,0,0,0,0,1,0,0,1,0,0,0
630,623.0,10.0,633.0,833.0,12.0,826,845.0,0.0,0.0,176.0,202.0,180.0,1.0,1117.0,0,0,-5.593220338983051,1.1483253588516746,8.433741351782864,2018,10,16,0,0,0,0,0,1,0,0,1,0,0,0
930,930.0,27.0,957.0,1338.0,6.0,1335,1344.0,0.0,0.0,185.0,194.0,161.0,1.0,1195.0,0,1,-3.095890410958904,1.1483253588516746,3.8926503340757237,2018,11,25,0,0,0,0,0,0,0,0,0,0,0,0
1840,1859.0,81.0,2020.0,2207.0,17.0,2100,2224.0,0.0,0.0,140.0,205.0,107.0,1.0,829.0,2,2,13.0,6.617142857142857,4.019512195121951,2019,3,30,0,0,0,0,1,0,0,0,0,0,0,0
1120,1136.0,16.0,1152.0,1258.0,8.0,1306,1306.0,0.0,0.0,106.0,90.0,66.0,1.0,427.0,0,1,8.076190476190476,9.01863354037267,3.8926503340757237,2019,4,2,0,0,1,0,0,0,0,0,1,0,0,0
2020,2019.0,14.0,2033.0,2331.0,8.0,2357,2339.0,0.0,0.0,157.0,140.0,118.0,1.0,1050.0,2,2,4.371794871794871,13.5,3.8926503340757237,2019,12,23,0,0,0,0,0,1,0,0,0,0,0,1
1510,1509.0,24.0,1533.0,1711.0,6.0,1704,1717.0,0.0,0.0,114.0,128.0,98.0,1.0,507.0,1,3,13.978378378378379,24.59016393442623,5.238848337388483,2019,12,17,0,0,1,0,0,0,0,0,1,0,0,0
744,737.0,14.0,751.0,924.0,14.0,939,938.0,0.0,0.0,175.0,181.0,153.0,1.0,987.0,0,0,-0.6923076923076923,6.182608695652174,5.238848337388483,2019,10,13,0,0,0,0,0,1,0,0,1,0,0,0
1025,1013.0,12.0,1025.0,1148.0,2.0,1212,1150.0,0.0,0.0,107.0,97.0,83.0,1.0,634.0,0,1,9.73913043478261,7.389830508474576,12.448753462603879,2018,8,30,0,0,1,0,0,0,0,0,0,0,0,1
1400,1435.0,14.0,1449.0,1659.0,4.0,1620,1703.0,0.0,0.0,80.0,88.0,70.0,1.0,442.0,1,1,2.5849056603773586,25.682926829268293,4.019512195121951,2018,2,22,0,0,1,0,0,0,0,0,0,0,0,0
820,820.0,27.0,847.0,1101.0,4.0,1113,1105.0,0.0,0.0,173.0,165.0,134.0,1.0,951.0,0,0,13.978378378378379,10.928571428571429,5.238848337388483,2018,4,22,0,0,0,0,0,1,0,0,1,0,0,0
815,813.0,72.0,925.0,1106.0,7.0,1018,1113.0,0.0,0.0,123.0,180.0,101.0,1.0,679.0,0,0,3.780821917808219,4.681632653061224,0.2513274336283186,2018,9,23,0,0,0,0,0,1,0,0,0,0,0,0
1435,1441.0,16.0,1457.0,1800.0,5.0,1804,1805.0,0.0,0.0,149.0,144.0,123.0,1.0,844.0,1,3,5.0594059405940595,6.257575757575758,8.433741351782864,2018,8,12,0,0,0,0,0,0,0,0,0,0,0,1
1615,1623.0,21.0,1644.0,1839.0,7.0,1857,1846.0,0.0,0.0,342.0,323.0,295.0,1.0,2133.0,1,3,13.230392156862745,9.380952380952381,5.238848337388483,2018,3,30,0,0,1,0,0,0,0,0,0,0,0,1
849,848.0,17.0,905.0,1210.0,6.0,1232,1216.0,0.0,0.0,163.0,148.0,125.0,1.0,1005.0,0,1,8.890721649484536,6.617142857142857,5.238848337388483,2019,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1112,1112.0,23.0,1135.0,1258.0,3.0,1258,1301.0,0.0,0.0,106.0,109.0,83.0,1.0,545.0,0,1,2.3300395256916997,10.928571428571429,3.8926503340757237,2018,9,8,0,0,0,0,0,1,0,0,1,0,0,0
1045,1040.0,20.0,1100.0,1217.0,11.0,1238,1228.0,0.0,0.0,113.0,108.0,77.0,1.0,641.0,0,1,7.691891891891892,17.625,5.238848337388483,2019,1,8,0,0,0,0,0,1,0,0,0,0,0,0
1457,1454.0,16.0,1510.0,1627.0,7.0,1653,1634.0,0.0,0.0,116.0,100.0,77.0,1.0,481.0,1,1,8.41025641025641,-0.040169133192389,3.8926503340757237,2018,2,8,0,0,0,0,0,1,0,0,0,0,0,1
1225,1218.0,19.0,1237.0,1908.0,10.0,1651,1918.0,0.0,1.0,146.0,0.0,0.0,1.0,868.0,1,1,3.445026178010471,6.182608695652174,5.238848337388483,2018,6,11,0,0,0,0,0,1,0,0,0,0,0,0
855,851.0,12.0,903.0,1107.0,5.0,1125,1112.0,0.0,0.0,90.0,81.0,64.0,1.0,496.0,0,0,-3.608695652173913,2.526315789473684,4.019512195121951,2018,4,15,0,0,0,0,0,1,0,0,0,0,0,1
1835,1930.0,10.0,1940.0,2032.0,13.0,2007,2045.0,0.0,0.0,92.0,75.0,52.0,1.0,299.0,2,3,24.185185185185187,6.559837728194726,8.433741351782864,2019,9,9,0,0,0,0,0,0,0,0,0,0,0,0
945,1025.0,25.0,1050.0,1216.0,7.0,1150,1223.0,0.0,0.0,125.0,118.0,86.0,1.0,325.0,0,0,1.8,9.845454545454546,8.433741351782864,2018,1,2,0,0,0,0,0,0,0,0,0,0,0,1
940,932.0,21.0,953.0,1446.0,7.0,1450,1453.0,0.0,0.0,190.0,201.0,173.0,1.0,1211.0,0,1,-0.7767857142857143,2.526315789473684,8.433741351782864,2018,7,6,0,0,0,0,0,1,0,0,1,0,0,0
1837,1841.0,21.0,1902.0,2244.0,4.0,2259,2248.0,0.0,0.0,202.0,187.0,162.0,1.0,1372.0,2,2,7.691891891891892,11.608910891089108,5.238848337388483,2019,2,10,0,0,1,0,0,0,0,0,0,0,0,1
945,944.0,18.0,1002.0,1108.0,1.0,1128,1109.0,0.0,0.0,163.0,145.0,126.0,1.0,991.0,0,0,11.076335877862595,-0.1623931623931624,8.433741351782864,2019,6,2,0,0,1,0,0,0,0,0,0,0,0,1
1515,1518.0,17.0,1535.0,1605.0,3.0,1620,1608.0,0.0,0.0,185.0,170.0,150.0,1.0,1171.0,1,1,7.691891891891892,3.3306451612903225,5.238848337388483,2019,7,19,0,0,0,0,0,1,0,0,0,0,0,1
1605,1559.0,12.0,1611.0,1845.0,6.0,1905,1851.0,0.0,0.0,120.0,112.0,94.0,1.0,761.0,1,3,6.2727272727272725,-0.040169133192389,3.8926503340757237,2018,10,20,0,0,0,0,0,1,0,0,1,0,0,0
949,946.0,13.0,959.0,1027.0,4.0,1053,1031.0,0.0,0.0,64.0,45.0,28.0,1.0,161.0,0,0,8.890721649484536,11.166666666666666,5.238848337388483,2018,12,20,0,0,0,0,0,0,0,0,1,0,0,0
530,527.0,22.0,549.0,818.0,7.0,847,825.0,0.0,0.0,137.0,118.0,89.0,1.0,743.0,0,0,24.185185185185187,-0.040169133192389,3.8926503340757237,2019,3,17,0,0,0,0,0,1,0,0,0,0,0,1
1059,1050.0,30.0,1120.0,1241.0,5.0,1301,1246.0,0.0,0.0,122.0,116.0,81.0,1.0,502.0,0,1,9.065217391304348,2.8728813559322033,3.8926503340757237,2018,9,19,0,0,0,0,0,0,0,0,1,0,0,0
859,856.0,43.0,939.0,1644.0,8.0,1638,1652.0,0.0,0.0,279.0,296.0,245.0,1.0,2161.0,0,1,3.780821917808219,6.327868852459017,8.433741351782864,2019,8,29,0,0,0,0,0,0,0,0,0,0,0,1
